Sample Count,PPG1,smoothPPG1,PPG2,smoothPPG2
523,1867,-1.1861478332673463,1188,0.1774472461177971
524,1865,-0.9341144826601757,1188,0.19365517146088704
525,1872,-0.6837873702838092,1186,0.2088665014783092
526,1872,-0.5312862622491834,1189,0.2586941209276331
527,1869,-0.5451609672589497,1187,0.2545818558130348
528,1866,-0.5189036346054623,1186,0.19293099436281005
529,1868,-0.3522234018793161,1187,0.14441846631970717
530,1872,-0.26090813918400635,1185,0.08692962346497843
531,1872,-0.2753602530221745,1187,0.041677205273196335
532,1871,-0.29777202907878164,1187,0.033777952370721204
533,1869,-0.26629604272621954,1185,-0.011314286402940243
534,1876,-0.15786975089112265,1187,-0.07581699559794036
535,1876,-0.03719908384155018,1185,-0.09452964180359724
536,1873,0.03498560834981493,1186,-0.10394658100525997
537,1870,0.13057502907006466,1187,-0.12419926239628237
538,1874,0.3146009876693531,1186,-0.15032318900127326
539,1878,0.5177551671846152,1186,-0.16150864165474266
540,1881,0.8181552519831076,1185,-0.13778486127238437
541,1878,1.3462792648766935,1186,-0.12144476743229138
542,1876,1.928243455801826,1187,-0.1436824168910915
543,1880,2.4405878787616864,1187,-0.19078018392281854
544,1883,3.0421974734765165,1188,-0.25400353847880586
545,1884,3.7474364552678474,1186,-0.28454016707353014
546,1882,4.463525175264208,1187,-0.26889662444049117
547,1879,5.238658717719724,1188,-0.28525052425536584
548,1886,6.0030417250478525,1185,-0.3096606695633683
549,1889,6.654541263078661,1187,-0.26793796828669636
550,1888,7.265795090716251,1186,-0.19723925227307618
551,1885,7.827235339339415,1185,-0.12468085054528924
552,1890,8.18809623905351,1187,-0.056843195450095516
553,1893,8.38616252837176,1186,-0.015342829074417492
554,1893,8.550675640644872,1188,0.029002223792317525
555,1891,8.643821891634927,1188,0.07664670708970443
556,1891,8.580031649105218,1187,0.10503838886531533
557,1893,8.371893948351833,1185,0.15618502240956317
558,1897,8.097915662144342,1187,0.19448226978234692
559,1895,7.807290706363721,1188,0.18384123331128455
560,1892,7.467120192498,1185,0.18617828425126823
561,1894,6.919341752096603,1187,0.20221622464990352
562,1896,6.212644256381332,1186,0.21434004515639846
563,1901,5.519576986246634,1186,0.2518931002773206
564,1897,4.820090654060312,1186,0.2832071186797568
565,1895,4.03713538280399,1186,0.2745576288797953
566,1892,3.249936577141974,1186,0.23551609752202882
567,1892,2.4710431529571695,1186,0.1956166289696992
568,1893,1.702572303371651,1188,0.2176691841808695
569,1885,0.9202431251094454,1188,0.2971449049110674
570,1880,0.11438986840162207,1188,0.3148985530978038
571,1881,-0.6233636180329513,1187,0.2999530411967659
572,1879,-1.3213211431380791,1188,0.37260057158329396
573,1875,-2.039470301859254,1188,0.4334740788979096
574,1871,-2.6470522732618957,1188,0.3981190460822191
575,1868,-3.210570884752792,1186,0.3781140468916996
576,1870,-3.7848132269448076,1186,0.3842617429474181
577,1877,-4.224357755089621,1187,0.35314573745441385
578,1873,-4.5517980274121035,1188,0.32791246177287053
579,1870,-4.928242426092654,1187,0.3322800223333474
580,1868,-5.264431587589183,1186,0.36922336580018705
581,1874,-5.49310814830617,1187,0.4152714288208142
582,1878,-5.732081239854568,1186,0.39408706218898204
583,1874,-5.915096659460383,1187,0.33044056052177306
584,1873,-5.979458229174853,1188,0.3272906694356849
585,1876,-5.988856716871181,1187,0.35119413724395177
586,1883,-5.957107492290532,1187,0.32552042393514163
587,1884,-5.799382562945531,1186,0.2884466490460185
588,1879,-5.561315585082665,1187,0.24524799615096554
589,1880,-5.280278610914673,1186,0.15285602632346376
590,1886,-4.89850294469146,1187,0.06582874211528983
591,1888,-4.430083737023317,1187,0.02098766120475093
592,1885,-3.9833890780801413,1188,-0.0744073888337357
593,1882,-3.5667113659044714,1187,-0.20637182882652622
594,1883,-3.133779923482808,1185,-0.2603837701819391
595,1889,-2.6937782084839474,1188,-0.27673427668090417
596,1888,-2.285007253645676,1187,-0.3099901776180126
597,1884,-1.9685150152331772,1186,-0.3278942839103396
598,1884,-1.7264111533590716,1185,-0.32863884172990115
599,1884,-1.430132081087344,1188,-0.3279797981723407
600,1889,-1.1345635833395544,1187,-0.3350008488886094
601,1890,-0.966209734946739,1186,-0.38111913326182056
602,1882,-0.8199963671574608,1187,-0.4396394269850262
603,1885,-0.5280734047653017,1186,-0.45764112961473274
604,1888,-0.13315218423436997,1187,-0.44984117350853375
605,1892,0.2571178440273112,1185,-0.435429392610862
606,1885,0.6475287743079801,1187,-0.4192647559194263
607,1889,1.155243828438594,1187,-0.4073806273511564
608,1892,1.8324373229423387,1187,-0.3847446606529436
609,1895,2.6164271104003394,1187,-0.33035987485307206
610,1896,3.47859460953458,1186,-0.26736406237276417
611,1894,4.427048898589191,1186,-0.20527641366230387
612,1894,5.534633422604729,1186,-0.11847121708633909
613,1897,6.825331737188367,1187,-0.029995742020846594
614,1903,8.062034811229873,1187,0.015964973669951144
615,1902,9.307019322352652,1188,0.031732870929292216
616,1900,10.565623962764963,1186,0.05835462513607542
617,1901,11.872941071306442,1187,0.12771529801654738
618,1907,13.015421222607591,1189,0.2246168330431861
619,1910,13.882120276812868,1188,0.28469399332369993
620,1908,14.589708987695863,1187,0.31357713485818084
621,1906,15.17177141637956,1189,0.39296709948662717
622,1912,15.538709706469437,1186,0.46534025037888915
623,1918,15.732383998914855,1188,0.44790019785349805
624,1914,15.766895642916623,1188,0.4360631668505546
625,1915,15.55107884507748,1188,0.5021671162117602
626,1915,15.21171891208963,1189,0.555922343917439
627,1921,14.787784080252317,1188,0.5647906062548412
628,1924,14.159795194083408,1189,0.5845372280561587
629,1922,13.355588527214787,1189,0.6094567581368182
630,1918,12.457570957079671,1188,0.5931877435856039
631,1918,11.431441497664974,1188,0.5532919361458397
632,1919,10.344422072673066,1188,0.5478418349284838
633,1919,9.290337067155214,1188,0.5582410546326079
634,1911,8.149641179217305,1187,0.561341059908459
635,1906,6.939766017727316,1188,0.5511097922459048
636,1901,5.771800258319652,1188,0.5048928657457691
637,1901,4.577572906428388,1186,0.45819005602634316
638,1892,3.2611352348903004,1186,0.41429724245219335
639,1881,1.961112779318824,1187,0.331771902848067
640,1875,0.7418716062596306,1188,0.2750868183822247
641,1875,-0.41247035804396637,1188,0.2332973987072693
642,1870,-1.488436288296679,1187,0.13076398049945218
643,1866,-2.495108894324313,1187,0.08640994712754684
644,1865,-3.4688479265699383,1187,0.11427704604015194
645,1866,-4.392781018555932,1186,0.0687943028035794
646,1869,-5.208225979332639,1187,0.014931517355031235
647,1871,-5.933052350814233,1186,0.004214377105789728
648,1868,-6.556407985103196,1188,-0.045651273301695064
649,1867,-7.127568254830539,1187,-0.09560286541508274
650,1871,-7.646686554837021,1186,-0.1271081107493558
651,1876,-8.044081034703161,1187,-0.1938195431944865
652,1875,-8.286596194273425,1186,-0.22844152948908253
653,1872,-8.36707416954239,1187,-0.19366913209068415
654,1874,-8.236465754739251,1186,-0.1556303402880434
655,1879,-7.9410719330692245,1187,-0.14110680685876548
656,1885,-7.549367906274791,1187,-0.14378271341913795
657,1878,-7.049252860508813,1186,-0.14705155658531588
658,1879,-6.486814127131503,1186,-0.15002186208188145
659,1879,-5.85898454873013,1186,-0.18448410513551633
660,1884,-5.114173494722259,1186,-0.21376031310916976
661,1881,-4.375806889184577,1186,-0.1844382528903392
662,1877,-3.6749619867713537,1186,-0.1694611338791774
663,1880,-2.950810247784349,1185,-0.22977093416418065
664,1879,-2.3215333530870543,1187,-0.285411154131686
665,1883,-1.7302517244085915,1187,-0.29162767179740773
666,1881,-1.245426275649344,1186,-0.26613100059439854
667,1875,-0.8772488646853421,1187,-0.2290895775505751
668,1873,-0.7095731893755479,1186,-0.20894452537149466
669,1877,-0.5102941453532389,1184,-0.18525611607341802
670,1879,-0.20436605860971768,1187,-0.14263075324365404
671,1877,0.03816367538648069,1186,-0.10827627519928168
672,1869,0.2867794456242773,1185,-0.0912312436725014
673,1875,0.7326725853271289,1186,-0.055191973831135804
674,1878,1.2447307229195357,1185,-0.0061349213560299536
675,1879,1.698514025152276,1186,0.04365187148997638
676,1877,2.2222664290786094,1187,0.06322292047276924
677,1875,2.8889104655379114,1187,0.019219705944864593
678,1880,3.646386972724175,1184,-0.01925603009020128
679,1881,4.449067418586027,1185,0.01413105869267993
680,1879,5.303347429827479,1185,0.0401763431273785
681,1878,6.149400631875935,1186,0.045949098547305244
682,1878,7.006743731526154,1185,0.09580693155408865
683,1884,7.825981634748573,1186,0.1272830122522865
684,1888,8.586889578056276,1187,0.11649436393799155
685,1884,9.327324857594538,1186,0.12836050449660188
686,1882,9.927245308442833,1186,0.1646912596117719
687,1887,10.277300428808076,1185,0.19864988980823575
688,1889,10.602110686911859,1188,0.18467087296650356
689,1890,10.892650555861866,1186,0.14495373625750924
690,1887,10.956782676353555,1187,0.167518320446027
691,1886,10.939450125209978,1186,0.2071202911356463
692,1892,10.94001013086904,1186,0.21515535399362823
693,1895,10.76751613150976,1186,0.23712767686050606
694,1892,10.3509826834382,1186,0.23523504396896938
695,1887,9.837820266402577,1185,0.19737041152943943
696,1888,9.29826413781455,1185,0.1831475140616934
697,1893,8.613556828390173,1185,0.16192492701722944
698,1887,7.784399764976147,1185,0.1117778855515249
699,1883,6.8768620764791395,1185,0.0708530008896225
700,1880,5.906570164340369,1185,0.04875041167482427
701,1881,4.895161799522991,1185,0.05264693508078485
702,1878,3.9358705559965936,1187,0.08668461294885393
703,1874,2.9832732141185136,1188,0.10505434147537594
704,1863,1.944844093403199,1185,0.07252676534463516
705,1860,0.8799447169456027,1185,0.0302226039086035
706,1859,-0.11689022741014898,1187,0.019619511765748054
707,1861,-1.0990109332874607,1185,0.001351482166533087
708,1853,-2.14566337699286,1185,-0.04173173862626012
709,1849,-3.0900968920156284,1187,-0.050042018444417455
710,1848,-3.8349639909666253,1185,-0.015315680972450145
711,1851,-4.528333456349001,1185,-0.004089164568797932
712,1854,-5.152714349260528,1185,-0.02733409300725146
713,1849,-5.726793403285489,1185,-0.01767674590691777
714,1845,-6.264196553383725,1187,0.040401170857473766
715,1854,-6.678903322825109,1185,0.07621730332615437
716,1854,-6.98711378879162,1185,0.10032139313649684
717,1852,-7.250222911582725,1186,0.14660620905405397
718,1847,-7.395373848539012,1185,0.19249608193487636
719,1850,-7.361921965828466,1186,0.24666099715757478
720,1853,-7.206745928618189,1185,0.27380632189275006
721,1856,-6.966145932292188,1186,0.23212507673121993
722,1853,-6.605662576291212,1187,0.17941349989551925
723,1850,-6.22038994368049,1186,0.14630682391105457
724,1853,-5.834002814201456,1187,0.10018055981243686
725,1857,-5.35272213966306,1186,0.06978335550906146
726,1860,-4.793531805442987,1185,0.06303432816523717
727,1852,-4.2620103591478,1186,0.0776489205824049
728,1851,-3.731650925580256,1186,0.14060139230414756
729,1855,-3.1854966808517715,1185,0.19943407420988674
730,1858,-2.6915131365130582,1186,0.19949625723776154
731,1855,-2.286529746194221,1185,0.19605937890791003
732,1851,-1.8717424640045,1186,0.20424863631083098
733,1853,-1.4705913457944746,1186,0.18470323424148777
734,1857,-1.1077412760833694,1186,0.17848581101258149
735,1854,-0.8277606690594356,1185,0.2126311323812069
736,1852,-0.659674376477942,1186,0.23612540561008338
737,1847,-0.47904301917450126,1186,0.22070439049033888
738,1851,-0.16791572722513937,1185,0.1938670522739089
739,1855,0.16007762560347122,1186,0.1862790909754248
740,1854,0.5350254978868783,1184,0.16614004450130124
741,1849,1.0324405230612843,1187,0.12006673142927192
742,1851,1.5767274364078403,1184,0.11781164816658009
743,1854,2.193805623384537,1185,0.13758763290241996
744,1858,2.954009692867861,1185,0.10599120669520079
745,1856,3.7586383482126466,1184,0.07245222444671033
746,1853,4.631727097422298,1188,0.08119018071366699
747,1854,5.675393294027507,1186,0.08679424207761978
748,1862,6.748287171549195,1187,0.08421592049119422
749,1863,7.666607114674622,1187,0.09469754413199044
750,1859,8.630586517329785,1186,0.11260284149008111
751,1859,9.61452740823687,1186,0.11868252699349664
752,1863,10.584064108740483,1184,0.11898669159655703
753,1868,11.477812275575904,1185,0.12011469133509986
754,1865,12.25076636544612,1186,0.11492888865387363
755,1863,12.914535593391165,1185,0.10475095427022475
756,1862,13.417424038840894,1186,0.09202126736861743
757,1865,13.788812522941688,1186,0.08217746415615068
758,1870,14.124612119144304,1187,0.10476988110655311
759,1866,14.447292154331846,1185,0.13733207490766752
760,1866,14.588446751214258,1186,0.12890603176393267
761,1868,14.572931254120801,1185,0.105420494495696
762,1873,14.485040307373126,1185,0.0992700453891145
763,1874,14.112532634235993,1186,0.11103139232854652
764,1870,13.549480600660567,1185,0.12466860148702405
765,1866,13.000832966567293,1187,0.10051772373342552
766,1869,12.370739128371643,1187,0.058527908928044464
767,1871,11.609948700954257,1185,0.046461527539035936
768,1867,10.805954077813812,1185,0.05381767437688026
769,1856,9.937313387472326,1186,0.040896741434376216
770,1855,8.971927501344174,1187,0.0027546028453808227
771,1853,7.904592861671394,1184,-0.03933950842281389
772,1848,6.7360021765355915,1186,-0.05872563251594577
773,1841,5.523695809138659,1186,-0.05657835520666169
774,1834,4.390729456568696,1186,-0.025726739102231062
775,1831,3.305793638817065,1186,0.027758444058758575
776,1831,2.244158787424759,1186,0.06982239857044484
777,1830,1.209423353348976,1185,0.07428048129511791
778,1823,0.20297579873190996,1186,0.021018609748213814
779,1819,-0.6828788717844884,1186,-0.021336691956566414
780,1823,-1.413066822768362,1186,-0.005272106884969978
781,1826,-2.131348827841732,1186,-0.020293371713662127
782,1824,-2.9829585732690616,1186,-0.06472069037460401
783,1818,-3.829397757165317,1185,-0.04594098983558632
784,1816,-4.527393570122433,1185,-0.005171601722947398
785,1820,-5.103226245923742,1186,0.0009704012338544558
786,1823,-5.53481221015224,1186,-0.012238147604703518
787,1815,-5.83434907632283,1186,-0.05258584807654636
788,1818,-6.04174884265435,1186,-0.09403899416450683
789,1822,-6.106444142647578,1185,-0.09572580663498621
790,1823,-5.875928586474558,1186,-0.07077419299067209
791,1822,-5.573936362034999,1187,-0.012238144408894633
792,1820,-5.256498466805547,1186,0.04852945280106568
793,1816,-4.805338626311144,1185,0.014839598421591695
794,1821,-4.302163135386185,1185,-0.04425856315747398
795,1823,-3.8789047179014546,1185,-0.013367539480677867
796,1824,-3.475307445409701,1186,0.016457078681409266
797,1820,-3.092035479498054,1186,-0.0182526974449258
798,1820,-2.7536908293106532,1187,-0.025349365144729123
799,1824,-2.3783252155596712,1185,-0.00885256049113468
800,1823,-1.997406444565445,1185,-0.005515304807582968
801,1820,-1.8240767107042282,1185,0.018074436265620837
802,1817,-1.6176179518216205,1185,0.028270475963434145
803,1821,-1.3450639038189824,1186,-0.0036003667125700497
804,1823,-1.112455110277697,1186,-0.003220765257303402
805,1816,-0.8912791612075985,1185,0.02268585351118746
806,1815,-0.6708738352859651,1185,-0.005737297408733948
807,1817,-0.41812019683053336,1187,-0.03919598607483435
808,1823,-0.10944160401310037,1185,-0.013209697002699299
809,1825,0.2102666847239405,1185,-0.010333743335385736
810,1822,0.49786952799357825,1185,-0.0731042170557723
811,1820,0.8468130921518738,1186,-0.11868267172959625
812,1819,1.2390055956147323,1186,-0.12162848618478472
813,1827,1.6762797693913196,1187,-0.10839660419486721
814,1829,2.3022925639991736,1185,-0.10124349133961491
815,1822,2.9369288274952146,1185,-0.12185245528497227
816,1821,3.562880237117741,1184,-0.12609881464411837
817,1825,4.3671427266961445,1185,-0.1026550509760006
818,1830,5.13946226974207,1186,-0.1024693351818424
819,1828,5.782030230720447,1186,-0.1273774823956303
820,1825,6.3548172987230895,1186,-0.14381377720723196
821,1829,6.9659115937084,1184,-0.1635664073065746
822,1831,7.600204796882053,1187,-0.1574560533942015
823,1834,8.155426762456377,1184,-0.11268227729881204
824,1828,8.561773573077138,1186,-0.09269000050350422
825,1828,8.89777082656785,1185,-0.10674687447714293
826,1835,9.219099122485959,1185,-0.09644299732124544
827,1836,9.453649567701877,1185,-0.09266838079786793
828,1837,9.585123177932978,1186,-0.12252583085699975
829,1833,9.660243417484304,1185,-0.09646666436211333
830,1829,9.626781102459802,1185,-0.058439312884106205
831,1834,9.458902478328739,1186,-0.10563036615094656
832,1839,9.241653554319395,1187,-0.13163481452042955
833,1838,9.046677912102684,1185,-0.07219774450924574
834,1833,8.820380633874528,1184,-0.015657235674144076
835,1831,8.54777799135269,1187,0.014207547679407136
836,1835,8.214748645896465,1187,0.013964713096371761
837,1835,7.735024491801068,1186,0.013768244235088808
838,1828,7.1661799776591115,1186,0.08865343533936573
839,1822,6.629489616512035,1185,0.1554823308633069
840,1819,6.139074326336266,1186,0.13925232002484358
841,1821,5.491901101363267,1186,0.12882259594888704
842,1810,4.766063987668549,1186,0.11828206960936223
843,1804,4.029526719668492,1187,0.09406304900611473
844,1802,3.3024542367438823,1186,0.15534500544672658
845,1803,2.6412430636203577,1186,0.21995670195710118
846,1803,2.0358711004298664,1186,0.18228588181452704
847,1800,1.4619171134000393,1186,0.1674217851598545
848,1796,0.9905908670239075,1185,0.20867030172215154
849,1798,0.579111031888745,1187,0.22559608941171758
850,1802,0.20305126633728632,1186,0.25978218146627613
851,1801,-0.03716277185910119,1186,0.2993117738318029
852,1799,-0.2385160168459649,1185,0.29140950085075745
853,1795,-0.4916535369729177,1187,0.3179094670603882
854,1800,-0.6405015726629042,1186,0.38993479912105
855,1802,-0.7551615457684505,1185,0.3810090142184638
856,1799,-1.0037335180004245,1188,0.2998495163498339
857,1795,-1.2463598593376208,1187,0.2794772920854942
858,1793,-1.416740281548621,1186,0.30831972643244726
859,1798,-1.5472711031722175,1185,0.27365768061655155
860,1799,-1.6170616687502577,1185,0.19707303980251958
861,1797,-1.6629739948024536,1186,0.1762050810662344
862,1796,-1.6758195094140653,1187,0.22259459705208753
863,1798,-1.623008820895696,1185,0.27878306324961016
864,1801,-1.6023846464987341,1185,0.2886362920054811
865,1803,-1.6948539077060718,1188,0.264760399373289
866,1797,-1.7178418926884458,1186,0.25854871419639963
867,1796,-1.794346661335364,1186,0.24380162529449634
868,1799,-2.0324799943232694,1187,0.2174875730772235
869,1803,-2.1662329592521057,1185,0.22197859523529662
870,1800,-2.361527167577902,1185,0.23008861823757465
871,1794,-2.648983616055318,1188,0.21247260125023787
872,1795,-2.905074659755215,1187,0.2213335680870818
873,1796,-3.1231655971236196,1185,0.23614091639087015
874,1794,-3.380144192262116,1187,0.20939172464417247
875,1790,-3.6203167931559683,1184,0.16919026048982888
876,1782,-3.8342891856505092,1186,0.14659210672691597
877,1785,-4.085602322134347,1185,0.12380738513189689
878,1791,-4.368140805552448,1185,0.09678998965608748
879,1787,-4.604228742231586,1183,0.06832122222613758
880,1783,-4.787836717980298,1185,0.015234672034733693
881,1784,-4.988930202296569,1187,-0.042664011714122145
882,1787,-5.20849711295363,1186,-0.065409223968688
883,1793,-5.389932417481846,1186,-0.08000381578064522
884,1795,-5.483676665753018,1185,-0.11216282049365223
885,1790,-5.485307220551947,1187,-0.13534375979842372
886,1791,-5.39774509717707,1186,-0.13635510091896907
887,1796,-5.134375831173228,1186,-0.12609867284177173
888,1798,-4.662464446186302,1183,-0.15210699467603367
889,1797,-4.065791330386862,1185,-0.22093197137171755
890,1795,-3.282907424948582,1185,-0.22976695430825647
891,1799,-2.198388528776672,1185,-0.17901199786564387
892,1806,-0.9382563153337988,1185,-0.16535611722345886
893,1805,0.35448049642692064,1186,-0.1367880706432479
894,1803,1.7985619287366217,1185,-0.08301780595407884
895,1801,3.4071554188779736,1185,-0.10583164936669126
896,1809,5.0424438230815385,1185,-0.1199207070784306
897,1809,6.600770125495953,1185,-0.031805567549636274
898,1806,8.150340884666635,1183,0.0472205524902852
899,1805,9.53209553679293,1185,0.08075432992663313
900,1806,10.710477568900533,1185,0.12465252265848328
901,1811,11.711997244601884,1186,0.14741217913764335
902,1815,12.51102095586434,1184,0.1462926094843569
903,1814,13.138500124577988,1184,0.1474982922458434
904,1814,13.595765875091624,1186,0.11399110376561288
905,1816,13.811209777691817,1185,0.04698754770554914
906,1825,13.81570396006476,1186,0.019369287190000584
907,1827,13.677732522366515,1186,0.040845635031898475
908,1825,13.40409697483021,1187,0.06002066241665413
909,1825,13.115943650019684,1186,0.055145381613492264
910,1829,12.732302747328957,1185,0.04039607954163046
911,1833,12.103955716139556,1184,0.04148037062271025
912,1830,11.269315820802245,1184,0.055301887127690894
913,1825,10.329903181373716,1187,0.034023453041824664
914,1826,9.331415424138617,1186,-0.014961647630037565
915,1827,8.266843768130515,1185,-0.0461684773116252
916,1821,7.155879574968139,1185,-0.08191567306572077
917,1812,6.008951606209528,1185,-0.13200793762710358
918,1808,4.823368453058018,1185,-0.15208282697533382
919,1805,3.592290972001719,1184,-0.13594484188459569
920,1804,2.319031115608436,1186,-0.11893360699299076
921,1798,1.0999312704270698,1185,-0.12614739511445777
922,1790,-0.08214062728045923,1185,-0.1293434024619841
923,1788,-1.2475608893272885,1184,-0.13391853278206056
924,1788,-2.4036486748596797,1185,-0.18249399160704266
925,1793,-3.5098917358975674,1184,-0.218971980191958
926,1786,-4.608257396718886,1185,-0.16459818674672533
927,1781,-5.638418468231427,1184,-0.11670159644146612
928,1783,-6.505560739073433,1186,-0.1453835856220029
929,1786,-7.186892583357083,1185,-0.1443536532836496
930,1788,-7.76235427966642,1185,-0.0861684327204288
931,1783,-8.263275240196855,1185,-0.04164500250030316
932,1783,-8.620962646491764,1185,0.008983331715042037
933,1785,-8.773323972328214,1185,0.10481323746713914
934,1787,-8.7517699014251,1185,0.22415305120738002
935,1785,-8.577027429980868,1185,0.3278948417133755
936,1786,-8.2447751098005,1186,0.36364910046950927
937,1786,-7.777164240200134,1186,0.3302439239561228
938,1794,-7.208739648248849,1186,0.3370829904404054
939,1795,-6.516671716228805,1186,0.4327025124984547
940,1794,-5.733160634852032,1185,0.4991488969813541
941,1793,-4.924013869511686,1187,0.49195884038266885
942,1793,-4.112573579702325,1187,0.5178313622079065
943,1801,-3.2910351735353434,1186,0.5798165499804665
944,1803,-2.567983829199818,1187,0.5740671347516042
945,1798,-1.9402424828589542,1185,0.5569195519129612
946,1796,-1.3847703941916718,1187,0.5959235505958208
947,1800,-0.925702046265809,1186,0.5901350435479134
948,1802,-0.5521481963892231,1187,0.5274588696890232
949,1800,-0.2917149541577558,1186,0.5146088942492566
950,1797,-0.09730115061541317,1188,0.5257541750365731
951,1799,0.02442157915148585,1185,0.4974687770204271
952,1801,0.057664397141410056,1186,0.45476152076673904
953,1801,-0.011376134379715727,1187,0.4064726536832168
954,1797,-0.15251862415170994,1186,0.3618927044260076
955,1792,-0.33604005079072,1185,0.32995724709413465
956,1793,-0.5476585804761576,1186,0.27362320478643004
957,1799,-0.7334226213264485,1185,0.18911603436272378
958,1797,-0.951881801076307,1185,0.11578554988767399
959,1794,-1.254297968240481,1184,0.06118397265184039
960,1791,-1.533567757618697,1184,0.015508591487520484
961,1793,-1.7188070365991646,1185,-0.03850770569411322
962,1799,-1.9159602013787236,1186,-0.09719051531928963
963,1796,-2.0532788244331814,1185,-0.14650976927907297
964,1795,-2.0051068559769334,1184,-0.21051795993722885
965,1795,-1.7667687567545696,1185,-0.3138020018241851
966,1802,-1.2927529137741254,1186,-0.3906966610650178
967,1802,-0.6343554944079912,1185,-0.38154606035720134
968,1796,0.10270580163409825,1184,-0.36338511278087104
969,1799,1.0428220529475523,1185,-0.40386434782507513
970,1803,2.277424814571598,1186,-0.451289528178721
971,1807,3.6673610089445883,1184,-0.4721858388938359
972,1805,5.099914098364497,1186,-0.4753990546258933
973,1804,6.572211312597642,1187,-0.4831299718920556
974,1803,7.999304201501977,1185,-0.49851598341928055
975,1807,9.60498763746157,1184,-0.48751374521839863
976,1813,11.187683576007382,1185,-0.4750735610382306
977,1812,12.730313222642149,1185,-0.4616523212911132
978,1809,14.21579778286784,1185,-0.4477069163893266
979,1812,15.627058462186266,1186,-0.4336942367451495
980,1818,16.947016466099363,1185,-0.4200711727708599
981,1822,18.158593000108972,1185,-0.4072946148787384
982,1818,19.244709269717006,1187,-0.3958214534810638
983,1819,20.188286480425333,1185,-0.3861085789901153
984,1824,20.972245837735855,1186,-0.3786128818181713
985,1828,21.57950854715046,1184,-0.373791252377512
986,1825,21.992995814170996,1185,-0.372100581080415
987,1829,22.195628844299378,1186,-0.37399775833916116
988,1830,22.170328843037474,1185,-0.3799396745660304
989,1833,21.900017015887208,1187,-0.39038322017329996
990,1833,21.367614568350383,1187,-0.4057852855732489
991,1827,20.556042705928988,1187,-0.42660276117815843
992,1820,19.448222634124804,1185,-0.4532925374003056
993,1820,18.027075558439776,1185,-0.4863115046519697
994,1821,16.275522684375822,1187,-0.5261165533454322
995,1815,14.176485217434738,1187,-0.5731645738929712
996,1806,11.712884363118437,1186,-0.6279124567068628
997,1798,8.86764132692881,1186,-0.6908170921993908
998,1799,5.623677314367758,1187,-0.7623353707828326
999,1800,1.9639135309372122,1187,-0.8429241828694662
