PATHS-UP MultiModal Wearable
Firmware Version: 0.7.6.1

PPG Settings
PPG Channel: 1
DAC Value: 0 Voltage: 0.00V
PGA Gain Setting: 3
LED Wavelength: LED Red
PPG Channel: 2
DAC Value: 20 Voltage: 0.10V
PGA Gain Setting: 4
LED Wavelength: LED Red

BioZ Settings
BioZ Carrier Frequency:	17000 Hz
Current Setting:	Off


Contact Pressure
w: 0.00 g, p: 0.00 mmHg
w: 0.00 g, p: 0.00 mmHg

Data Format: ASCII Unsigned Integers
Sample Rate: 100
Sample Time: 10
Desired Samples: 1000

Start Tick: 253141 at 12-35-48.220 2023-10-26
Sample Count,PPG 1,PPG 2,BioZ 1,BioZ 2
740,23989,27450,36,0
741,23989,27452,36,0
742,23995,27443,35,0
743,23994,27439,36,0
744,23996,27434,36,0
745,23997,27419,36,1
746,23993,27426,35,0
747,24002,27416,37,0
748,23999,27406,37,3
749,23992,27407,35,1
750,23999,27403,35,1
751,23995,27410,35,1
752,23999,27414,35,0
753,23993,27441,36,0
754,23987,27481,36,0
755,23986,27524,36,0
756,23983,27572,36,1
757,23981,27613,36,0
758,23974,27658,35,0
759,23978,27687,36,1
760,23975,27694,36,1
761,23967,27695,35,0
762,23966,27687,35,0
763,23961,27674,37,0
764,23962,27657,37,2
765,23963,27634,37,1
766,23959,27616,34,0
767,23963,27590,36,0
768,23958,27565,37,2
769,23953,27552,35,1
770,23953,27536,37,0
771,23954,27520,35,0
772,23956,27507,36,0
773,23960,27496,35,0
774,23961,27490,35,0
775,23967,27470,36,0
776,23962,27465,35,0
777,23966,27450,36,0
778,23958,27451,36,0
779,23966,27444,35,0
780,23964,27441,36,0
781,23961,27451,37,0
782,23964,27469,36,0
783,23975,27472,36,0
784,23968,27478,35,0
785,23971,27487,35,0
786,23976,27483,34,0
787,23969,27490,36,2
788,23978,27474,36,0
789,23967,27482,35,0
790,23976,27469,36,0
791,23971,27467,36,0
792,23974,27467,35,0
793,23982,27448,37,0
794,23972,27444,35,0
795,23976,27430,36,0
796,23971,27419,37,1
797,23969,27416,35,0
798,23978,27400,35,0
799,23969,27395,36,0
800,23973,27389,36,1
801,23972,27376,37,2
802,23965,27381,37,0
803,23975,27364,34,1
804,23970,27354,36,1
805,23968,27349,35,1
806,23972,27345,35,3
807,23974,27334,36,0
808,23970,27329,36,1
809,23968,27330,37,1
810,23971,27327,37,1
811,23973,27326,37,0
812,23970,27341,36,0
813,23972,27355,36,1
814,23961,27399,36,0
815,23967,27446,36,0
816,23970,27476,35,1
817,23959,27523,36,1
818,23964,27560,36,0
819,23959,27589,35,3
820,23957,27619,36,0
821,23964,27625,37,1
822,23959,27616,36,2
823,23949,27614,35,0
824,23958,27589,35,1
825,23945,27577,35,1
826,23952,27556,35,2
827,23951,27532,36,1
828,23949,27510,37,0
829,23950,27486,35,0
830,23945,27480,35,0
831,23954,27460,36,0
832,23957,27450,36,0
833,23961,27428,37,2
834,23958,27411,37,0
835,23957,27400,36,0
836,23959,27382,35,0
837,23952,27377,33,2
838,23956,27375,36,2
839,23959,27360,35,3
840,23950,27370,35,1
841,23957,27370,34,0
842,23950,27383,35,2
843,23955,27385,36,0
844,23954,27393,36,0
845,23960,27395,37,0
846,23960,27395,35,0
847,23961,27395,36,0
848,23960,27394,35,0
849,23962,27385,35,1
850,23959,27379,36,0
851,23956,27376,35,0
852,23964,27361,36,0
853,23957,27361,35,0
854,23965,27350,36,0
855,23963,27333,36,1
