PATHS-UP MultiModal Wearable
Firmware Version: 0.7.6.1

PPG Settings
PPG Channel: 1
DAC Value: 0 Voltage: 0.00V
PGA Gain Setting: 0
LED Wavelength: LED IR
PPG Channel: 2
DAC Value: 0 Voltage: 0.00V
PGA Gain Setting: 0
LED Wavelength: LED IR

BioZ Settings
BioZ Carrier Frequency:	17000 Hz
Current Setting:	Off


Contact Pressure
w: 0.00 g, p: 0.00 mmHg
w: 0.00 g, p: 0.00 mmHg

Data Format: ASCII Unsigned Integers
Sample Rate: 100
Sample Time: 10
Desired Samples: 1000

Start Tick: 35361 at 12-31-36.413 2023-10-26
Sample Count,PPG 1,PPG 2,BioZ 1,BioZ 2
948,50,59,37,20
949,48,60,37,20
950,50,59,39,20
951,49,61,39,20
952,48,59,38,20
953,49,60,39,19
954,48,59,39,20
955,49,61,40,20
956,48,59,39,20
957,48,60,38,19
958,48,59,40,20
959,50,59,39,21
960,49,59,37,20
961,50,61,38,20
962,49,59,39,20
963,49,61,36,21
964,49,58,38,20
965,49,60,39,21
966,48,59,39,20
967,48,59,40,21
968,48,61,38,20
969,49,61,38,20
970,50,60,38,19
971,49,59,40,19
972,48,61,40,19
973,49,60,38,19
974,50,60,38,20
975,49,60,39,19
976,49,60,39,19
977,48,58,38,19
978,47,60,40,20
979,48,60,39,20
980,49,61,39,20
981,49,60,39,18
982,49,60,37,21
983,50,60,36,20
984,49,58,39,19
985,49,60,39,20
986,49,60,39,21
987,50,60,38,20
988,51,60,39,20
989,49,60,40,20
990,49,60,39,20
991,48,60,39,21
992,50,59,40,21
993,49,60,39,20
994,48,59,39,21
995,49,61,39,20
996,49,60,38,19
997,48,59,38,20
998,49,61,39,20
999,48,59,38,21
