VAL,PPG1,PPG2,BIOZ1,BIOZ2
0,27175,28409,48,14
1,25331,24569,47,18
2,25291,24587,45,14
3,25272,24593,46,15
4,25296,24612,46,16
5,25296,24639,46,16
6,25294,24650,47,16
7,25272,24658,46,15
8,25274,24640,46,14
9,25260,24627,47,16
10,25310,24584,46,16
11,25398,24510,46,17
12,25415,24460,45,16
13,25402,24439,46,17
14,25350,24454,47,15
15,25303,24479,46,17
16,25264,24494,46,17
17,25234,24528,45,17
18,25226,24549,47,16
19,25188,24568,48,16
20,25128,24613,47,16
21,25072,24642,45,16
22,24986,24675,48,17
23,24924,24704,48,14
24,24864,24728,47,17
25,24813,24754,45,16
26,24769,24779,46,18
27,24714,24815,47,18
28,24676,24853,46,17
29,24650,24882,47,16
30,24638,24907,48,16
31,24660,24942,47,15
32,24688,24989,48,16
33,24740,25049,47,17
34,24802,25108,47,16
35,24881,25182,47,17
36,24985,25246,46,16
37,25072,25313,45,17
38,25169,25377,45,16
39,25256,25428,47,16
40,25325,25494,46,16
41,25409,25541,47,18
42,25463,25593,48,17
43,25509,25645,47,16
44,25555,25664,47,16
45,25572,25681,47,17
46,25592,25696,48,17
47,25603,25727,48,16
48,25620,25738,47,15
49,25612,25752,47,16
50,25611,25766,47,16
51,25603,25763,46,16
52,25574,25746,45,16
53,25543,25749,47,16
54,25526,25734,46,16
55,25492,25723,46,15
56,25474,25709,48,16
57,25449,25694,48,16
58,25427,25698,47,16
59,25426,25689,46,16
60,25402,25692,48,17
61,25400,25692,47,16
62,25389,25695,46,16
63,25384,25709,46,17
64,25388,25707,46,17
65,25371,25716,48,16
66,25373,25727,48,15
67,25377,25734,46,16
68,25371,25728,45,17
69,25368,25733,47,16
70,25366,25723,47,17
71,25355,25736,46,17
72,25364,25732,48,16
73,25354,25744,47,17
74,25363,25744,48,13
75,25354,25734,49,16
76,25343,25727,47,16
77,25341,25711,47,15
78,25325,25706,48,15
79,25329,25686,48,16
80,25305,25670,48,16
81,25293,25648,46,16
82,25280,25627,47,17
83,25261,25610,47,18
84,25247,25588,48,17
85,25225,25574,47,14
86,25214,25583,47,17
87,25216,25582,47,16
88,25198,25592,47,16
89,25196,25617,46,16
90,25202,25632,48,16
91,25193,25671,46,16
92,25210,25702,47,16
93,25213,25746,47,16
94,25238,25787,46,15
