VAL,PPG1,PPG2,BIOZ1,BIOZ2
0,25114,25533,38,0
1,25122,25507,38,0
2,25107,25507,36,0
3,25119,25496,38,0
4,25120,25486,37,0
5,25117,25480,37,0
6,25121,25457,38,0
7,25118,25451,38,0
8,25122,25435,39,0
9,25115,25439,37,0
10,25117,25435,38,0
11,25122,25426,36,0
12,25116,25418,37,0
13,25111,25425,36,0
14,25116,25408,36,0
15,25102,25409,37,0
16,25105,25406,38,0
17,25103,25410,38,0
18,25104,25406,37,0
19,25103,25408,37,0
20,25104,25417,36,0
21,25117,25410,38,0
22,25107,25420,37,0
23,25105,25421,38,0
24,25108,25409,37,0
25,25103,25402,37,0
26,25097,25398,38,0
27,25097,25400,37,0
28,25100,25400,37,0
29,25102,25394,37,0
30,25100,25397,36,0
31,25103,25401,36,0
32,25105,25399,37,0
33,25100,25397,38,0
34,25103,25380,37,0
35,25093,25386,36,0
36,25102,25375,37,0
37,25096,25376,38,0
38,25100,25389,36,0
39,25113,25376,37,0
40,25105,25376,37,0
41,25112,25372,39,0
42,25112,25357,36,0
43,25098,25354,36,0
44,25103,25341,38,0
45,25096,25349,37,0
46,25101,25357,36,0
47,25100,25356,39,0
48,25093,25370,38,0
49,25096,25378,38,0
50,25093,25388,37,0
51,25091,25408,37,0
52,25100,25410,37,0
53,25091,25424,37,0
54,25090,25428,37,0
55,25091,25432,37,0
56,25091,25433,38,0
57,25085,25437,39,0
58,25088,25425,37,0
59,25082,25424,37,0
60,25082,25415,37,0
61,25078,25401,37,0
62,25078,25382,38,0
63,25074,25376,37,0
64,25077,25372,37,0
65,25078,25364,37,0
66,25080,25365,37,0
67,25086,25364,39,0
68,25083,25361,38,0
69,25089,25351,38,0
70,25092,25340,37,0
71,25090,25336,36,0
72,25088,25329,37,0
73,25077,25332,38,0
74,25078,25334,38,0
75,25074,25331,36,0
76,25067,25334,37,0
77,25067,25343,37,0
78,25064,25343,38,0
79,25060,25354,37,0
80,25066,25352,36,0
81,25065,25359,36,0
82,25073,25359,37,0
83,25074,25340,38,0
84,25063,25348,36,0
85,25071,25346,38,0
86,25068,25353,36,0
87,25070,25344,37,0
88,25064,25338,37,0
89,25064,25339,36,0
90,25066,25329,38,0
91,25058,25332,37,0
92,25062,25342,37,0
93,25065,25341,37,0
94,25064,25345,36,0
95,25075,25334,37,0
96,25068,25347,36,0
97,25074,25344,35,0
98,25076,25326,35,0
99,25068,25320,37,0
100,25072,25320,37,0
101,25069,25324,38,0
102,25079,25319,38,0
103,25080,25310,37,0
104,25074,25324,38,0
105,25084,25317,37,0
106,25077,25328,37,0
107,25080,25326,36,0
108,25073,25328,37,0
109,25070,25341,36,0
110,25071,25350,39,0
111,25073,25361,38,0
112,25075,25376,38,0
113,25081,25386,37,0
114,25075,25401,38,0
115,25074,25402,36,0
116,25073,25398,38,0
117,25068,25396,38,0
118,25064,25386,39,0
119,25062,25381,35,0
120,25060,25381,37,0
121,25062,25381,38,0
122,25061,25391,38,0
123,25071,25386,37,0
124,25068,25376,37,0
125,25068,25375,36,0
126,25077,25362,38,0
127,25076,25361,38,0
128,25083,25356,39,0
129,25089,25349,37,0
130,25089,25347,38,0
131,25086,25345,37,0
132,25082,25343,38,0
133,25082,25342,36,0
134,25081,25334,37,0
135,25073,25339,36,0
136,25078,25326,38,0
137,25070,25326,38,0
138,25073,25336,37,0
139,25078,25330,37,0
140,25072,25337,39,0
141,25078,25329,38,0
142,25066,25337,38,0
143,25067,25337,38,0
144,25071,25333,38,0
145,25074,25340,38,0
146,25079,25324,37,0
147,25069,25328,37,0
148,25074,25335,37,0
149,25078,25332,36,0
150,25073,25335,38,0
151,25076,25327,38,0
152,25074,25325,38,0
153,25076,25323,36,0
154,25077,25317,37,0
155,25078,25325,37,0
156,25087,25314,37,0
157,25082,25309,38,0
158,25078,25310,36,0
159,25078,25302,37,0
160,25076,25311,36,0
