VAL,PPG1,PPG2,BIOZ1,BIOZ2
0,28231,30385,35,21
1,27119,20590,34,21
2,27116,20588,37,22
3,27087,20593,36,21
4,27086,20588,35,22
5,27078,20590,36,22
6,27090,20595,35,23
7,27103,20590,35,21
8,27090,20586,36,21
9,27070,20586,37,22
10,27080,20589,36,22
11,27101,20594,38,21
12,27108,20588,36,22
13,27099,20589,37,22
14,27085,20591,36,22
15,27093,20589,35,22
16,27105,20595,35,22
17,27122,20591,37,21
18,27120,20590,36,22
19,27122,20595,37,22
20,27136,20592,37,21
21,27142,20594,35,21
22,27151,20592,36,21
23,27155,20592,37,22
24,27168,20593,34,21
25,27187,20596,35,21
26,27211,20592,36,23
27,27211,20592,36,22
28,27213,20596,35,21
29,27227,20599,34,21
30,27243,20601,36,22
31,27263,20598,37,21
32,27274,20599,37,22
33,27287,20596,36,22
34,27296,20595,36,22
35,27310,20600,35,21
36,27326,20593,34,21
37,27317,20599,35,23
38,27317,20598,36,22
39,27310,20598,35,22
40,27300,20593,35,20
41,27274,20595,35,23
42,27268,20599,36,22
43,27261,20595,35,22
44,27248,20591,35,21
45,27236,20591,35,20
46,27229,20595,38,22
47,27235,20593,35,21
48,27228,20596,34,22
49,27223,20596,34,21
50,27204,20591,34,22
51,27188,20594,36,22
52,27193,20599,34,21
53,27206,20597,36,22
54,27208,20597,36,22
55,27201,20593,37,23
56,27190,20592,35,21
57,27189,20598,36,22
58,27207,20598,35,21
59,27210,20595,35,21
60,27198,20591,35,22
61,27196,20597,35,23
62,27206,20597,34,22
63,27210,20596,35,21
64,27212,20594,35,22
65,27215,20597,34,21
66,27214,20596,35,21
67,27214,20597,36,23
68,27222,20595,37,21
69,27221,20590,35,22
70,27206,20599,35,21
71,27208,20592,35,21
72,27202,20593,36,22
73,27210,20592,36,21
74,27210,20593,35,22
75,27210,20595,36,20
76,27213,20590,35,22
77,27210,20590,35,22
78,27211,20593,34,21
79,27201,20592,36,22
80,27198,20593,36,21
81,27200,20588,35,23
82,27200,20596,34,22
83,27214,20588,34,21
84,27199,20584,35,21
85,27192,20592,37,20
86,27199,20589,36,22
87,27198,20593,35,21
88,27203,20587,36,22
89,27192,20591,36,21
90,27187,20589,35,22
91,27186,20592,35,22
92,27192,20591,35,22
93,27191,20590,35,21
94,27185,20594,35,20
95,27189,20588,35,22
96,27179,20598,35,22
97,27189,20589,34,21
98,27176,20593,34,21
99,27186,20595,34,22
100,27194,20590,36,22
101,27193,20594,35,20
102,27198,20595,35,23
103,27192,20590,35,20
104,27186,20589,34,21
105,27185,20591,36,22
106,27190,20593,35,21
107,27188,20591,35,23
108,27184,20592,36,21
109,27183,20592,35,22
110,27193,20591,35,21
111,27197,20594,36,22
112,27203,20597,35,22
113,27207,20595,34,23
114,27210,20594,36,22
115,27216,20594,34,21
116,27226,20593,36,21
117,27216,20589,35,23
118,27207,20591,34,21
119,27208,20596,36,21
120,27220,20597,35,22
121,27217,20596,35,22
122,27215,20592,35,21
123,27215,20598,36,21
124,27227,20594,35,22
125,27227,20593,37,23
126,27226,20592,36,21
127,27224,20594,37,21
128,27228,20594,37,21
129,27237,20599,34,22
130,27251,20601,37,20
131,27251,20594,36,22
132,27241,20597,36,22
133,27238,20595,35,23
134,27239,20599,36,22
135,27246,20592,35,21
136,27233,20592,33,21
137,27227,20598,34,22
138,27235,20592,36,22
139,27230,20594,36,19
140,27230,20596,35,20
141,27229,20596,35,21
142,27228,20598,35,22
143,27227,20596,36,22
144,27222,20599,37,20
145,27220,20596,35,22
146,27205,20599,34,20
147,27202,20594,36,21
148,27197,20599,35,22
149,27203,20596,35,21
150,27195,20600,37,22
151,27198,20593,34,21
152,27195,20592,35,21
153,27200,20594,34,22
154,27203,20589,35,21
155,27191,20597,36,21
156,27196,20592,35,20
157,27196,20596,35,20
158,27204,20588,36,21
159,27194,20593,37,23
160,27189,20588,35,21
161,27178,20597,35,23
162,27188,20593,34,21
163,27189,20596,35,21
164,27195,20597,37,20
165,27199,20586,35,22
166,27196,20590,34,21
167,27209,20597,34,21
168,27221,20599,36,22
169,27215,20592,35,22
170,27198,20590,35,21
171,27196,20598,34,20
172,27202,20596,35,22
173,27201,20592,36,21
174,27190,20596,35,22
175,27205,20593,35,23
176,27208,20593,34,22
177,27210,20593,35,21
178,27208,20593,37,22
179,27202,20593,36,21
180,27203,20595,36,22
181,27203,20595,35,21
182,27210,20591,35,21
183,27205,20593,35,20
184,27198,20594,33,20
185,27206,20594,36,21
186,27212,20596,36,22
187,27223,20591,34,22
188,27213,20590,36,21
189,27211,20593,36,21
190,27222,20598,37,21
191,27231,20595,35,21
192,27228,20593,35,22
193,27219,20598,34,21
194,27225,20592,35,22
195,27224,20599,34,21
196,27232,20594,35,21
197,27223,20596,35,21
198,27222,20594,36,22
199,27223,20596,37,20
200,27226,20597,36,21
201,27233,20604,37,22
202,27230,20599,35,21
203,27225,20600,34,21
204,27230,20599,34,22
205,27233,20600,36,21
206,27232,20596,35,21
207,27225,20598,36,21
208,27232,20592,35,22
209,27225,20598,36,21
210,27235,20599,36,21
211,27236,20598,36,22
212,27235,20599,36,21
