VAL,PPG1,PPG2,BIOZ1,BIOZ2
0,23571,31678,37,19
1,23684,31326,38,20
2,23673,31327,38,22
3,23671,31329,38,21
4,23667,31328,37,22
5,23664,31329,36,20
6,23661,31327,39,21
7,23665,31327,38,21
8,23663,31329,38,21
9,23665,31323,38,20
10,23664,31326,37,21
11,23668,31328,38,21
12,23667,31321,38,21
13,23661,31309,36,20
14,23646,31312,36,20
15,23647,31307,38,20
16,23650,31302,39,21
17,23650,31297,36,22
18,23649,31296,39,20
19,23653,31301,37,20
20,23665,31301,38,20
21,23676,31302,37,22
22,23686,31299,37,21
23,23688,31303,38,21
24,23698,31300,37,21
25,23703,31295,36,21
26,23704,31303,38,21
27,23722,31292,38,21
28,23716,31291,37,20
29,23721,31294,38,22
30,23731,31297,38,21
31,23741,31300,37,21
32,23755,31301,38,22
33,23768,31301,37,22
34,23777,31311,38,20
35,23788,31304,37,20
36,23779,31299,39,21
37,23766,31307,38,20
38,23756,31309,39,21
39,23745,31306,37,20
40,23740,31302,38,21
41,23739,31304,37,21
42,23739,31315,39,22
43,23749,31317,36,20
44,23756,31320,38,21
45,23764,31323,36,21
46,23769,31325,37,21
47,23767,31332,37,20
48,23767,31329,36,20
49,23760,31335,38,22
50,23760,31330,38,20
51,23748,31328,39,22
52,23730,31332,38,20
53,23731,31331,37,21
54,23726,31332,37,19
55,23730,31327,37,20
56,23724,31329,37,23
57,23727,31341,38,23
58,23739,31339,36,21
59,23743,31337,37,22
60,23746,31348,36,22
61,23750,31345,38,21
62,23746,31335,37,20
63,23746,31345,37,21
64,23752,31344,37,22
65,23750,31348,37,20
66,23749,31342,37,21
67,23743,31350,38,21
68,23752,31350,37,20
69,23753,31346,37,21
70,23752,31348,36,21
71,23752,31349,37,19
72,23757,31358,36,21
73,23763,31352,39,22
74,23758,31351,37,21
75,23758,31349,37,22
76,23754,31357,36,20
77,23759,31357,38,21
78,23761,31352,38,20
79,23754,31360,36,21
80,23753,31359,38,23
81,23747,31358,37,21
82,23743,31359,36,23
83,23739,31361,37,21
84,23736,31352,38,19
85,23723,31360,39,22
86,23726,31351,37,21
87,23722,31357,38,19
88,23729,31362,37,20
89,23731,31358,37,21
90,23725,31361,37,20
91,23731,31360,38,22
92,23730,31356,36,22
93,23728,31360,37,20
94,23726,31357,38,21
95,23722,31360,37,22
96,23721,31357,38,21
97,23722,31355,37,20
98,23719,31360,38,21
99,23721,31358,38,20
100,23722,31358,38,21
101,23729,31357,38,21
102,23730,31363,36,22
103,23739,31367,37,21
104,23737,31358,39,20
105,23730,31360,37,20
106,23732,31362,37,20
107,23732,31364,37,22
108,23727,31362,37,20
109,23727,31360,37,20
110,23729,31366,37,21
111,23736,31365,35,20
112,23736,31363,37,21
113,23738,31368,37,19
114,23746,31368,36,21
115,23747,31367,38,20
116,23744,31369,37,22
117,23746,31370,38,22
118,23742,31368,35,20
119,23742,31360,36,21
120,23742,31370,37,20
121,23751,31365,38,22
122,23745,31365,38,21
123,23753,31366,37,20
124,23757,31364,36,21
125,23759,31364,38,22
126,23761,31361,38,21
127,23753,31364,38,20
128,23751,31360,36,23
129,23751,31360,37,21
130,23753,31368,37,21
131,23757,31364,37,21
132,23752,31363,36,21
133,23752,31366,38,20
134,23756,31359,37,19
135,23752,31365,38,20
136,23751,31369,37,20
137,23752,31367,37,20
138,23752,31367,38,21
139,23756,31371,38,22
140,23757,31364,38,22
141,23754,31371,36,21
142,23757,31367,37,21
143,23751,31370,37,20
144,23757,31379,38,24
145,23756,31367,37,21
146,23746,31377,36,20
147,23756,31373,37,22
148,23752,31367,37,21
149,23751,31377,37,22
150,23755,31378,39,21
151,23751,31374,37,21
152,23749,31373,39,22
153,23745,31375,38,20
154,23744,31368,35,22
155,23733,31369,38,21
156,23732,31376,37,20
157,23740,31373,38,21
158,23741,31370,38,21
159,23739,31368,37,21
160,23737,31370,38,21
161,23739,31369,37,21
162,23740,31371,37,23
163,23741,31368,37,19
164,23738,31361,38,21
165,23729,31365,37,21
166,23732,31361,36,20
167,23731,31369,37,21
168,23735,31368,38,21
169,23736,31371,38,21
170,23738,31377,38,22
171,23745,31371,37,22
172,23742,31371,37,21
173,23743,31378,36,21
174,23742,31382,36,20
175,23745,31372,38,21
176,23737,31375,37,20
177,23736,31373,37,21
178,23731,31373,37,20
179,23728,31370,39,20
180,23728,31381,37,22
181,23733,31383,37,21
182,23736,31377,37,20
183,23733,31374,37,21
184,23730,31380,37,20
185,23738,31372,39,21
186,23731,31378,37,20
187,23730,31375,36,22
188,23724,31374,37,19
189,23720,31375,36,20
190,23722,31380,38,20
191,23727,31378,36,19
192,23726,31377,37,21
193,23726,31382,37,21
194,23730,31375,36,21
195,23730,31375,37,21
196,23729,31380,38,21
197,23729,31384,38,19
198,23728,31384,38,20
199,23729,31393,37,21
200,23735,31380,37,19
201,23725,31387,38,22
202,23731,31388,37,21
203,23733,31389,37,21
204,23739,31386,39,21
205,23740,31387,37,18
206,23738,31382,37,21
207,23733,31381,36,20
208,23733,31388,38,21
209,23739,31381,38,19
210,23740,31389,37,22
211,23742,31388,37,20
212,23741,31380,37,21
213,23735,31389,37,20
214,23744,31391,39,22
215,23745,31390,38,20
216,23742,31392,37,20
217,23737,31384,37,21
218,23738,31385,36,20
219,23737,31389,37,21
220,23739,31385,36,21
221,23731,31388,37,19
222,23736,31390,37,20
223,23737,31388,36,20
224,23734,31382,36,20
225,23726,31386,38,19
226,23725,31383,37,21
227,23722,31381,37,21
228,23721,31385,37,22
229,23724,31385,37,21
230,23721,31388,37,22
231,23722,31386,36,20
232,23724,31390,36,22
233,23731,31391,39,20
234,23731,31380,38,19
235,23719,31390,37,22
236,23721,31389,37,21
237,23722,31385,39,20
238,23718,31387,36,22
239,23718,31387,37,21
240,23709,31378,37,22
241,23707,31390,37,19
242,23719,31385,38,19
243,23714,31399,36,19
244,23720,31396,37,21
245,23721,31399,37,22
246,23723,31394,37,21
247,23722,31393,37,20
248,23722,31391,37,22
249,23717,31384,37,19
250,23709,31383,38,20
251,23712,31391,37,22
252,23718,31387,39,21
253,23712,31393,38,21
254,23714,31391,36,20
255,23715,31388,38,21
256,23718,31397,38,20
257,23728,31395,36,20
258,23725,31389,36,22
259,23722,31389,37,21
260,23724,31394,37,20
261,23728,31388,39,21
262,23719,31385,37,21
263,23715,31386,37,21
264,23716,31391,36,24
265,23719,31392,38,21
266,23722,31387,37,19
267,23720,31394,38,22
268,23724,31391,37,20
269,23721,31391,38,21
270,23726,31396,37,18
271,23734,31403,36,20
272,23735,31397,37,21
273,23727,31399,37,21
274,23730,31398,35,21
275,23733,31399,37,22
276,23734,31396,38,21
277,23731,31394,39,20
278,23730,31392,35,20
279,23731,31393,36,21
280,23728,31396,37,20
281,23729,31399,36,20
282,23730,31390,37,21
283,23723,31395,36,21
284,23729,31395,37,21
285,23729,31400,37,20
286,23733,31395,36,20
287,23724,31405,39,20
288,23730,31403,38,22
289,23729,31402,36,21
290,23724,31395,38,20
291,23717,31394,39,21
292,23716,31402,37,21
293,23717,31399,37,21
294,23720,31401,38,19
295,23722,31395,37,21
296,23718,31396,34,19
297,23719,31388,36,20
