VAL,PPG1,PPG2,BIOZ1,BIOZ2
0,1775,1185,34,26
1,1783,1184,34,27
2,1779,1185,34,28
3,1775,1186,33,27
4,1774,1185,34,29
5,1778,1183,34,29
6,1778,1183,34,30
7,1770,1184,34,29
8,1772,1185,33,29
9,1773,1183,32,29
10,1775,1184,34,28
11,1775,1184,34,29
12,1769,1184,34,27
13,1769,1184,33,26
14,1771,1183,33,29
15,1775,1184,34,26
16,1772,1184,34,27
17,1771,1185,35,28
18,1770,1184,33,27
19,1774,1182,34,27
20,1777,1184,34,26
21,1774,1184,34,27
22,1770,1184,33,28
23,1773,1184,32,26
24,1775,1185,34,27
25,1779,1183,34,29
26,1772,1184,35,26
27,1776,1184,34,26
28,1780,1184,31,27
29,1782,1187,35,27
30,1780,1184,33,26
31,1777,1184,34,25
32,1778,1186,34,25
33,1783,1185,33,26
34,1786,1185,33,26
35,1785,1185,32,27
36,1781,1186,34,27
37,1785,1185,32,27
38,1791,1184,34,27
39,1792,1184,33,27
40,1788,1184,33,25
41,1788,1184,33,27
42,1793,1185,33,26
43,1798,1183,33,27
44,1793,1184,35,27
45,1794,1184,33,27
46,1799,1184,34,27
47,1800,1184,35,27
48,1804,1184,33,26
49,1801,1185,33,27
50,1798,1183,34,28
51,1801,1184,35,27
52,1808,1184,33,27
53,1806,1185,33,27
54,1802,1185,35,28
55,1803,1185,33,27
56,1810,1184,33,27
57,1812,1186,34,27
58,1810,1184,33,28
59,1807,1184,33,27
60,1810,1184,34,28
61,1815,1185,33,27
62,1814,1186,33,27
63,1811,1185,33,26
64,1813,1184,34,25
65,1816,1185,34,28
66,1821,1185,35,28
67,1821,1184,34,26
68,1818,1185,33,27
69,1818,1185,32,27
70,1823,1184,34,28
71,1827,1185,33,27
72,1825,1185,34,28
73,1822,1183,34,26
74,1823,1185,34,27
75,1826,1185,34,27
76,1825,1185,34,25
77,1821,1186,33,27
78,1812,1185,33,26
79,1814,1186,34,27
80,1810,1184,34,29
81,1802,1186,34,27
82,1798,1184,34,26
83,1795,1185,33,29
84,1796,1184,35,28
85,1795,1186,33,27
86,1790,1184,34,27
87,1783,1186,34,27
88,1781,1185,32,28
89,1787,1185,33,27
90,1785,1185,34,25
91,1782,1185,33,27
92,1781,1185,32,28
93,1783,1186,32,27
94,1789,1185,36,27
95,1785,1185,34,27
96,1781,1185,33,27
97,1782,1183,33,28
98,1788,1184,34,28
99,1789,1185,35,27
100,1787,1185,33,27
101,1786,1184,34,27
102,1791,1185,33,28
103,1796,1184,34,27
104,1796,1184,35,26
105,1793,1185,33,26
106,1790,1184,35,26
107,1794,1185,34,28
108,1800,1186,34,27
109,1797,1186,35,26
110,1795,1184,34,28
111,1794,1186,33,27
112,1799,1185,33,28
113,1799,1184,35,27
114,1796,1185,34,26
115,1794,1184,32,28
116,1795,1186,35,27
117,1800,1184,34,27
118,1798,1183,36,27
119,1796,1184,33,28
120,1797,1183,35,26
121,1802,1185,34,30
122,1807,1185,34,29
123,1806,1184,33,28
124,1800,1184,33,28
125,1803,1184,34,28
126,1809,1183,34,27
127,1810,1185,33,29
128,1811,1185,35,29
129,1806,1184,34,27
130,1812,1185,33,29
131,1814,1184,33,27
132,1815,1184,33,28
133,1813,1185,32,29
134,1813,1185,34,30
135,1821,1184,33,27
