VAL,PPG1,PPG2,BIOZ1,BIOZ2
0,11001,5080,36,0
1,10953,5079,35,0
2,10944,5077,36,19
3,10970,5080,35,20
4,10963,5078,36,22
5,10977,5081,35,20
6,10980,5078,37,24
7,10973,5081,37,25
8,11010,5079,36,26
9,10988,5079,36,23
10,11010,5080,35,27
11,11023,5079,37,26
12,11008,5079,36,23
13,11041,5082,37,23
14,11035,5079,36,26
15,11049,5081,37,26
16,11069,5079,36,24
17,11060,5081,38,22
18,11088,5079,37,24
19,11080,5079,36,22
20,11092,5081,35,23
21,11097,5079,37,25
22,11070,5079,36,24
23,11061,5082,36,23
24,11043,5081,37,25
25,11010,5081,38,25
26,11008,5079,35,23
27,10958,5081,36,27
28,10958,5081,36,26
29,10916,5080,37,23
30,10893,5082,35,26
31,10903,5078,37,27
32,10856,5081,35,26
33,10860,5082,37,24
34,10854,5080,36,22
35,10840,5079,37,22
36,10861,5083,36,23
37,10839,5083,36,27
38,10854,5081,35,26
39,10860,5081,36,27
40,10852,5080,36,27
41,10885,5080,36,26
42,10883,5079,37,25
43,10886,5082,36,23
44,10915,5080,37,24
45,10893,5081,36,23
46,10925,5081,36,23
47,10915,5081,37,25
48,10926,5082,37,25
49,10944,5082,36,21
50,10924,5080,37,21
51,10950,5081,35,23
52,10934,5079,36,23
53,10935,5084,36,23
54,10953,5083,37,22
55,10936,5084,37,25
56,10957,5082,35,25
57,10949,5083,35,27
58,10945,5082,36,25
59,10964,5082,35,23
60,10942,5080,36,22
61,10957,5083,35,22
62,10967,5082,38,24
63,10954,5083,36,25
64,10981,5083,37,25
65,10958,5082,37,23
66,10982,5083,35,24
67,10992,5082,36,24
68,10980,5083,37,23
69,11015,5085,37,26
70,11002,5084,36,24
71,11020,5084,34,25
72,11025,5084,36,25
73,11026,5085,36,24
74,11055,5085,37,23
75,11042,5083,36,25
76,11060,5084,36,26
77,11070,5081,35,28
78,11041,5084,37,26
79,11053,5085,36,26
80,11028,5084,35,25
81,11013,5085,38,25
82,11005,5084,35,24
83,10955,5084,36,25
84,10949,5083,36,26
85,10904,5085,35,26
86,10885,5085,37,26
87,10874,5084,35,26
88,10835,5085,37,27
89,10837,5086,37,24
90,10821,5085,36,23
91,10795,5085,34,24
92,10813,5082,37,25
93,10786,5086,36,25
94,10798,5084,35,27
95,10800,5083,37,28
96,10796,5082,36,25
97,10824,5083,35,26
98,10815,5084,36,26
99,10825,5086,36,24
100,10841,5084,37,26
101,10832,5083,38,26
102,10861,5086,36,25
103,10842,5083,37,27
104,10861,5083,36,24
105,10868,5083,38,25
106,10853,5081,36,29
107,10880,5083,35,30
108,10857,5084,35,26
109,10880,5084,35,24
110,10882,5085,37,24
111,10860,5083,35,25
112,10876,5085,37,24
113,10861,5083,36,24
114,10855,5084,36,22
115,10870,5085,37,24
116,10854,5083,36,25
117,10869,5086,36,25
118,10866,5085,36,26
119,10867,5085,36,26
120,10884,5082,36,22
121,10864,5086,35,22
122,10886,5084,35,22
123,10884,5085,36,25
124,10893,5084,36,28
125,10912,5085,37,25
126,10897,5083,36,25
127,10917,5085,37,21
128,10924,5086,36,22
129,10924,5084,35,27
130,10950,5084,34,25
131,10933,5086,37,26
132,10947,5086,37,27
133,10949,5085,36,28
134,10927,5085,38,28
135,10939,5086,37,23
136,10904,5085,37,27
137,10880,5084,36,26
138,10879,5087,36,25
139,10828,5087,37,24
140,10832,5085,35,23
141,10787,5085,37,22
142,10764,5086,37,22
143,10756,5084,35,24
144,10704,5086,35,23
145,10706,5086,36,22
146,10676,5086,36,24
147,10671,5086,36,24
148,10675,5086,36,23
149,10647,5087,37,23
150,10665,5086,36,23
151,10650,5085,37,22
152,10644,5086,36,22
153,10674,5086,35,23
154,10660,5085,36,23
155,10673,5086,35,25
156,10682,5084,35,26
157,10673,5085,35,26
158,10700,5085,37,26
159,10682,5086,36,28
160,10699,5086,36,26
161,10708,5086,36,25
162,10697,5088,37,23
163,10714,5085,36,24
164,10693,5085,36,25
165,10704,5085,35,28
166,10696,5085,37,28
167,10679,5086,38,26
168,10706,5086,36,28
169,10681,5086,36,25
170,10690,5085,37,27
171,10703,5085,37,27
172,10684,5085,36,23
173,10699,5085,37,25
174,10695,5086,36,25
175,10696,5085,35,27
176,10717,5087,37,23
177,10699,5087,37,26
178,10729,5085,36,27
179,10716,5086,35,28
180,10727,5086,37,24
181,10746,5088,37,24
182,10726,5086,38,23
183,10756,5085,36,23
184,10755,5088,37,22
185,10762,5086,36,24
186,10789,5087,37,23
187,10758,5086,38,23
188,10777,5086,38,24
189,10774,5087,35,27
190,10748,5085,36,28
191,10753,5086,37,26
192,10707,5085,37,24
193,10683,5086,36,24
194,10669,5085,38,25
195,10622,5084,35,25
196,10609,5086,35,26
197,10551,5082,37,25
198,10528,5084,37,24
199,10525,5087,36,25
200,10482,5087,36,26
201,10481,5087,37,25
202,10456,5085,36,23
203,10454,5087,37,23
204,10452,5084,35,25
205,10428,5085,36,25
206,10443,5084,36,26
207,10428,5084,36,28
208,10431,5085,37,25
209,10453,5084,36,26
210,10436,5088,36,25
211,10460,5086,35,25
212,10462,5085,36,27
213,10459,5085,36,23
214,10485,5084,35,25
215,10476,5087,36,24
216,10487,5088,36,23
217,10485,5085,36,25
218,10489,5084,37,26
219,10512,5085,37,26
220,10485,5085,36,25
221,10502,5088,36,22
222,10501,5084,37,23
223,10488,5084,36,23
224,10504,5084,36,26
225,10484,5084,36,26
226,10496,5085,37,23
227,10504,5086,35,25
228,10491,5086,35,24
229,10512,5086,35,25
230,10503,5085,36,25
231,10499,5088,36,26
232,10520,5085,36,25
233,10507,5085,37,25
234,10539,5089,36,24
235,10523,5085,35,28
236,10540,5084,37,25
237,10558,5086,37,24
238,10552,5085,36,27
239,10579,5088,37,26
240,10574,5084,37,25
241,10578,5088,36,24
242,10603,5086,36,24
243,10589,5089,36,24
