0,10548,5097,36,25
1,10697,5097,37,23
2,10670,5097,38,24
3,10682,5099,38,24
4,10658,5096,37,23
5,10662,5096,36,25
6,10668,5098,38,21
7,10654,5097,36,24
8,10669,5096,37,21
9,10668,5096,36,21
10,10671,5097,37,24
11,10689,5096,38,25
12,10682,5096,36,25
13,10710,5096,37,24
14,10710,5097,36,25
15,10716,5096,35,25
16,10748,5098,38,24
17,10740,5097,36,24
18,10765,5097,36,22
19,10768,5097,35,26
20,10765,5098,37,26
21,10788,5096,37,23
22,10770,5099,35,24
23,10789,5100,36,21
24,10794,5098,35,21
25,10779,5099,37,23
26,10809,5098,37,20
27,10790,5098,36,18
28,10806,5098,38,22
29,10811,5095,38,20
30,10802,5097,35,21
31,10825,5099,37,22
32,10814,5099,37,21
33,10833,5097,37,24
34,10851,5097,37,22
35,10840,5097,37,22
36,10868,5097,38,24
37,10865,5098,37,24
38,10874,5099,36,24
39,10901,5098,36,20
40,10892,5097,35,27
41,10914,5099,37,24
42,10915,5098,36,23
43,10923,5097,36,28
44,10951,5099,35,23
45,10945,5099,38,25
46,10964,5098,37,24
47,10971,5097,37,23
48,10980,5098,36,25
49,11005,5098,35,23
50,10991,5101,36,25
51,11011,5099,36,26
52,11010,5098,38,25
53,11002,5099,36,22
54,11014,5099,36,22
55,10984,5099,37,25
56,10977,5101,37,25
57,10966,5098,38,24
58,10931,5101,38,21
59,10936,5100,36,20
60,10899,5102,37,20
61,10893,5101,39,20
62,10894,5098,37,22
63,10865,5100,38,22
64,10871,5101,36,20
65,10860,5100,36,21
66,10856,5099,36,22
67,10873,5099,39,24
68,10853,5102,36,24
69,10881,5101,37,22
70,10884,5101,36,19
71,10893,5101,36,20
72,10917,5101,36,21
73,10907,5102,37,23
74,10937,5102,37,20
75,10941,5102,39,21
76,10950,5103,37,22
77,10981,5100,37,23
78,10966,5100,37,20
79,10991,5101,35,19
80,10994,5101,37,20
81,10990,5102,37,20
82,11014,5102,37,19
83,11000,5101,37,22
84,11015,5103,37,19
85,11017,5103,37,19
86,11011,5101,37,20
87,11037,5103,36,19
88,11019,5101,37,20
89,11035,5103,35,20
90,11043,5102,36,23
91,11034,5102,38,19
92,11061,5102,36,22
93,11053,5103,38,22
94,11070,5103,36,24
95,11091,5105,37,23
96,11077,5103,36,21
97,11105,5103,36,21
98,11107,5103,36,21
99,11119,5104,36,21
100,11149,5103,38,24
101,11141,5103,37,26
102,11161,5104,38,22
103,11165,5104,36,24
104,11182,5103,37,23
105,11213,5103,37,25
106,11201,5103,37,22
107,11226,5102,37,23
108,11227,5103,37,24
109,11236,5105,37,24
110,11261,5106,38,25
111,11253,5103,38,23
112,11265,5105,36,19
113,11275,5103,37,20
114,11264,5106,37,19
115,11280,5104,36,20
116,11252,5107,37,24
117,11256,5104,37,20
118,11237,5105,38,20
119,11207,5105,36,20
120,11209,5104,36,24
121,11180,5105,38,20
122,11183,5108,38,20
123,11178,5105,37,24
124,11155,5107,36,24
125,11176,5107,37,20
126,11158,5104,37,22
127,11161,5108,37,23
128,11180,5105,37,21
129,11170,5104,37,20
130,11194,5106,37,21
131,11186,5106,36,23
132,11198,5105,36,25
133,11229,5107,38,24
134,11223,5107,38,25
135,11256,5106,36,21
136,11253,5106,36,21
137,11264,5106,37,20
138,11291,5106,37,20
139,11283,5108,36,24
140,11304,5107,37,20
141,11312,5107,36,24
142,11308,5110,36,24
143,11329,5108,35,25
144,11320,5109,36,22
145,11339,5109,37,20
146,11339,5109,36,20
147,11337,5109,36,20
148,11360,5110,37,22
149,11351,5109,38,23
150,11367,5109,37,23
151,11375,5108,36,22
152,11366,5109,36,23
153,11399,5107,36,22
154,11386,5108,38,22
155,11405,5108,36,19
156,11421,5109,36,19
157,11417,5108,38,22
158,11438,5111,37,21
159,11434,5111,36,21
160,11449,5109,37,24
161,11469,5110,38,25
162,11462,5111,34,26
163,11497,5109,38,25
164,11490,5107,37,23
165,11498,5109,36,25
166,11527,5110,38,25
167,11518,5110,36,22
168,11545,5111,35,20
169,11549,5110,37,23
170,11560,5110,37,22
171,11590,5111,35,25
172,11581,5110,36,24
173,11600,5110,37,21
174,11598,5112,35,25
175,11595,5110,37,24
176,11601,5114,36,25
177,11582,5112,37,22
178,11576,5113,38,22
179,11565,5112,37,22
180,11545,5112,38,20
181,11547,5112,38,19
182,11514,5113,37,18
183,11518,5113,36,19
184,11508,5110,36,18
185,11484,5112,37,19
186,11510,5113,38,21
187,11488,5113,37,23
188,11500,5113,37,23
189,11517,5110,37,21
190,11508,5111,37,22
191,11535,5111,37,24
192,11526,5112,35,26
193,11538,5116,37,25
194,11569,5113,35,20
195,11564,5114,36,24
196,11589,5114,38,20
197,11590,5111,37,21
198,11595,5113,36,23
199,11628,5114,37,24
200,11614,5113,38,25
201,11642,5113,37,23
202,11633,5112,37,24
203,11635,5115,36,25
204,11667,5114,37,24
205,11648,5115,37,22
206,11664,5114,35,19
207,11668,5114,36,21
208,11662,5114,35,22
209,11684,5115,36,26
210,11666,5115,37,24
211,11679,5116,36,19
212,11692,5117,37,19
213,11686,5115,37,21
214,11706,5115,37,21
215,11709,5116,36,21
216,11719,5115,37,24
217,11734,5116,36,22
218,11729,5117,39,23
219,11756,5116,37,23
220,11744,5114,37,24
221,11755,5118,37,18
222,11772,5116,39,20
223,11775,5116,36,21
224,11803,5117,36,22
225,11793,5116,37,22
226,11807,5117,36,26
227,11830,5113,39,23
228,11820,5116,38,24
229,11845,5115,39,23
230,11847,5114,37,28
231,11852,5119,37,26
232,11876,5117,39,23
233,11865,5118,36,25
234,11870,5117,36,24
235,11868,5117,36,21
236,11837,5115,37,23
237,11850,5116,36,20
238,11813,5116,37,21
239,11815,5115,37,18
240,11795,5114,37,19
241,11772,5114,38,17
242,11782,5117,37,19
243,11756,5117,36,19
244,11748,5117,36,17
245,11749,5117,37,20
246,11733,5116,37,22
247,11757,5117,38,22
248,11735,5114,37,19
249,11753,5119,37,18
250,11771,5118,38,21
251,11759,5118,37,21
252,11777,5118,36,22
253,11784,5117,35,23
254,11800,5119,37,23
255,11814,5118,38,23
256,11805,5120,38,20
257,11834,5118,37,21
258,11831,5119,37,24
259,11846,5118,38,19
260,11865,5118,37,19
261,11842,5118,37,19
262,11862,5118,36,20
263,11860,5118,36,23
264,11857,5120,37,26
265,11881,5118,37,22
266,11853,5119,38,24
267,11871,5118,38,20
268,11870,5118,37,20
269,11867,5118,37,24
270,11885,5116,37,25
271,11869,5118,37,22
272,11877,5118,37,22
273,11890,5117,37,22
274,11881,5118,36,22
275,11908,5118,36,23
276,11900,5119,37,26
277,11918,5119,37,24
278,11923,5118,37,23
279,11918,5120,37,22
280,11949,5121,38,19
281,11938,5117,37,20
282,11952,5118,36,20
283,11965,5119,38,24
284,11958,5118,36,21
285,11983,5119,37,19
286,11979,5120,37,22
287,11988,5118,37,22
288,12009,5118,37,21
289,11998,5119,37,23
290,12018,5120,37,20
291,12013,5118,37,23
292,12005,5119,38,19
293,12009,5118,37,22
294,11975,5118,36,25
295,11982,5118,35,27
296,11952,5118,36,25
297,11927,5120,37,22
298,11926,5118,36,22
299,11888,5120,37,19
300,11889,5121,36,18
301,11873,5119,37,21
302,11855,5120,38,22
303,11863,5119,38,25
304,11835,5119,37,21
305,11847,5120,37,19
306,11852,5118,38,19
307,11836,5118,37,23
308,11851,5118,36,20
309,11847,5117,38,24
310,11858,5119,38,23
311,11877,5117,36,25
312,11865,5117,36,22
313,11898,5119,38,19
314,11893,5117,36,23
315,11897,5119,36,20
316,11921,5119,36,20
317,11905,5119,37,21
318,11931,5120,37,21
319,11922,5118,36,23
320,11923,5119,38,27
321,11933,5119,37,24
322,11917,5118,39,24
323,11930,5118,36,20
324,11928,5118,36,20
325,11920,5116,35,22
326,11937,5117,36,24
327,11918,5120,36,25
328,11930,5119,36,21
329,11932,5117,36,22
330,11922,5119,36,20
331,11946,5117,36,22
332,11928,5115,37,21
333,11945,5118,36,22
334,11951,5116,36,21
335,11943,5118,37,22
336,11974,5118,37,23
337,11957,5119,38,24
338,11974,5119,38,22
339,11979,5119,36,20
340,11969,5119,38,20
341,11997,5118,38,19
342,11989,5119,38,20
343,12001,5119,37,20
344,12018,5117,37,22
345,12003,5117,36,22
346,12022,5118,38,20
347,12020,5116,38,22
348,12011,5119,36,20
349,12025,5119,37,23
350,11990,5118,37,24
351,11990,5118,36,20
352,11963,5119,37,20
353,11946,5118,35,19
354,11937,5118,36,20
355,11894,5119,36,21
356,11888,5119,36,20
357,11853,5118,38,21
358,11836,5120,36,24
359,11843,5116,36,23
360,11805,5117,35,23
361,11813,5116,37,20
362,11804,5116,37,22
363,11795,5116,36,24
364,11803,5116,38,24
365,11794,5114,37,23
366,11804,5117,36,25
367,11813,5115,38,22
368,11800,5115,35,19
369,11837,5115,36,22
370,11819,5116,37,23
371,11833,5118,38,25
372,11843,5115,39,25
373,11828,5118,36,20
374,11854,5117,35,19
375,11840,5114,36,21
376,11846,5120,36,19
377,11861,5116,38,22
378,11837,5118,37,24
379,11857,5119,37,23
380,11835,5116,38,25
381,11832,5117,36,21
382,11849,5118,36,21
383,11831,5117,36,21
384,11831,5116,37,20
385,11827,5116,39,22
386,11820,5118,36,24
387,11843,5117,37,25
388,11824,5116,37,25
389,11841,5117,37,22
390,11837,5116,36,22
391,11838,5117,35,21
392,11863,5116,36,21
393,11838,5117,37,21
394,11857,5116,36,22
395,11866,5115,36,25
396,11858,5119,37,24
397,11887,5117,36,25
398,11866,5116,36,22
399,11878,5116,35,20
400,11889,5117,37,25
401,11877,5120,38,26
402,11905,5118,38,26
403,11889,5116,36,19
404,11882,5115,37,22
405,11888,5115,37,22
406,11847,5117,36,19
407,11853,5119,38,20
408,11826,5116,36,23
409,11795,5115,37,24
410,11782,5115,37,22
411,11739,5115,36,23
412,11729,5113,37,23
413,11689,5112,37,21
414,11668,5113,37,21
415,11666,5115,36,21
416,11629,5114,37,22
417,11633,5114,37,19
418,11613,5116,36,21
419,11612,5114,36,18
420,11622,5114,37,20
421,11606,5111,37,23
422,11610,5115,37,20
423,11618,5112,36,21
424,11596,5113,37,21
425,11623,5114,38,20
426,11610,5113,39,22
427,11626,5113,38,24
428,11632,5113,37,26
429,11623,5115,38,24
430,11643,5114,36,25
431,11626,5113,38,23
432,11638,5112,38,20
433,11633,5113,35,20
434,11622,5112,37,20
435,11631,5112,38,24
436,11612,5111,37,24
437,11619,5112,37,25
438,11629,5110,37,24
439,11603,5113,38,22
440,11615,5113,37,23
441,11608,5110,36,20
442,11599,5111,36,17
443,11610,5110,36,21
444,11588,5111,36,22
445,11611,5110,37,24
446,11605,5112,37,23
447,11605,5110,36,23
448,11623,5111,37,22
449,11606,5111,37,21
450,11624,5109,37,20
451,11619,5110,37,24
452,11619,5111,36,24
453,11645,5109,37,24
454,11624,5111,37,23
455,11646,5109,36,23
456,11646,5108,37,25
457,11640,5110,37,23
458,11664,5110,36,20
459,11642,5112,37,20
460,11645,5112,36,25
461,11653,5112,38,22
462,11616,5111,35,21
463,11610,5111,36,23
464,11567,5109,37,22
