VAL,PPG1,PPG2,BIOZ1,BIOZ2
0,27883,26958,47,15
1,27884,27487,49,15
2,27887,27488,49,16
3,27886,27487,49,18
4,27885,27495,50,17
5,27896,27493,49,15
6,27892,27486,49,17
7,27889,27500,50,17
8,27893,27500,51,16
9,27893,27495,49,15
10,27891,27501,48,16
11,27891,27495,50,17
12,27887,27495,48,16
13,27895,27478,49,17
14,27882,27469,49,17
15,27881,27452,49,17
16,27874,27434,48,17
17,27869,27429,50,16
18,27873,27411,50,15
19,27864,27404,48,16
20,27868,27395,48,17
21,27853,27396,48,16
22,27857,27402,50,15
23,27860,27402,50,17
24,27856,27403,49,16
25,27859,27411,48,17
26,27860,27418,48,17
27,27866,27422,50,17
28,27866,27424,48,17
29,27860,27431,48,16
30,27864,27435,49,17
31,27862,27433,48,16
32,27859,27435,47,17
33,27858,27435,50,15
34,27853,27440,50,17
35,27861,27441,51,15
36,27858,27437,49,18
37,27854,27445,49,18
38,27859,27441,51,16
39,27851,27441,50,17
40,27853,27442,51,15
41,27850,27441,49,16
42,27849,27449,48,15
43,27857,27453,50,16
44,27854,27447,50,15
45,27855,27448,49,16
46,27853,27444,50,16
47,27848,27443,49,15
48,27850,27441,49,17
49,27843,27445,50,15
50,27849,27447,49,15
51,27851,27441,49,17
52,27841,27462,49,15
53,27861,27455,50,16
54,27846,27453,50,17
55,27843,27458,48,16
56,27847,27464,50,16
57,27846,27461,50,16
58,27848,27478,49,16
59,27856,27469,50,17
60,27850,27483,50,17
61,27861,27486,49,16
62,27857,27489,50,17
63,27862,27487,51,16
64,27859,27488,50,17
65,27861,27493,49,17
66,27868,27486,49,17
67,27855,27492,50,16
68,27863,27504,51,15
69,27873,27502,51,17
70,27867,27498,48,15
71,27868,27503,49,16
72,27871,27506,50,17
73,27877,27498,50,17
74,27866,27505,50,17
75,27870,27507,49,16
76,27878,27507,48,17
77,27869,27513,49,16
78,27875,27524,51,16
79,27886,27515,50,17
80,27879,27522,51,15
81,27888,27526,49,17
82,27882,27518,49,18
83,27876,27531,49,17
84,27887,27533,51,17
85,27885,27531,50,18
86,27892,27531,47,17
87,27889,27528,50,15
