VAL,PPG1,PPG2,BIOZ1,BIOZ2
0,27861,27216,41,22
1,27454,27707,44,23
2,27454,27707,42,23
3,27451,27707,44,24
4,27456,27701,42,22
5,27462,27707,44,24
6,27475,27712,42,23
7,27488,27702,44,22
8,27485,27704,43,22
9,27495,27701,44,23
10,27491,27701,45,23
11,27482,27704,43,24
12,27480,27698,43,22
13,27476,27699,43,23
14,27476,27701,43,22
15,27471,27695,44,23
16,27456,27699,45,23
17,27459,27690,43,21
18,27458,27696,42,23
19,27462,27688,43,22
20,27447,27686,42,23
21,27447,27692,44,24
22,27469,27677,45,22
23,27470,27684,43,22
24,27488,27684,43,22
25,27475,27685,43,23
26,27460,27695,43,24
27,27461,27699,44,22
28,27457,27698,43,22
29,27453,27695,44,24
30,27447,27693,44,23
31,27443,27698,43,23
32,27460,27695,44,24
33,27461,27706,43,23
34,27468,27701,43,24
35,27456,27710,42,23
36,27462,27698,42,23
37,27451,27704,43,23
38,27457,27704,42,23
39,27457,27705,42,23
40,27448,27697,43,24
41,27438,27705,43,22
42,27446,27709,44,23
43,27452,27709,43,23
44,27449,27716,43,23
45,27451,27705,42,23
46,27446,27712,44,23
47,27462,27715,43,24
48,27460,27716,44,21
49,27456,27714,43,23
50,27447,27706,43,23
51,27446,27717,42,23
52,27458,27710,44,23
53,27449,27710,44,23
54,27447,27709,43,23
55,27442,27709,44,24
56,27442,27707,43,23
57,27442,27707,42,22
58,27438,27700,42,23
59,27423,27699,41,22
60,27420,27701,42,23
61,27430,27701,42,22
62,27433,27701,43,24
63,27436,27701,42,21
64,27437,27705,41,23
65,27441,27703,41,23
66,27437,27699,42,23
67,27424,27696,40,21
68,27418,27698,42,23
69,27418,27698,42,22
70,27425,27697,41,23
71,27421,27690,43,22
72,27405,27691,41,24
73,27400,27688,42,23
74,27395,27688,42,23
75,27401,27688,41,23
76,27401,27682,40,22
77,27387,27690,42,22
78,27390,27682,42,22
79,27384,27686,42,22
80,27389,27681,41,23
81,27382,27684,42,22
82,27379,27681,41,23
83,27376,27678,41,23
84,27377,27683,42,23
85,27384,27690,41,22
86,27395,27682,41,22
87,27385,27683,42,23
88,27387,27684,42,23
89,27396,27678,41,23
90,27385,27685,40,24
91,27390,27678,41,23
92,27386,27684,42,22
93,27398,27682,41,22
94,27403,27681,42,22
95,27408,27678,42,22
96,27401,27687,42,22
97,27408,27681,40,22
98,27409,27681,40,22
99,27414,27681,40,23
100,27414,27686,41,22
101,27420,27682,40,23
102,27415,27685,41,24
103,27428,27684,39,23
104,27426,27682,40,22
105,27422,27685,40,23
106,27423,27685,40,22
107,27419,27687,40,21
108,27429,27688,40,24
109,27425,27687,41,23
110,27424,27693,39,23
111,27427,27685,38,22
112,27422,27682,40,23
113,27422,27680,38,22
114,27415,27686,41,21
115,27411,27686,40,21
116,27406,27681,39,22
117,27399,27677,39,23
118,27393,27677,40,22
119,27388,27679,39,22
120,27386,27680,39,22
121,27389,27673,38,22
122,27386,27669,39,22
123,27379,27683,39,22
124,27385,27675,39,21
125,27368,27681,39,22
126,27377,27680,39,21
127,27379,27679,39,23
128,27374,27674,39,21
129,27365,27671,39,21
130,27365,27671,38,22
131,27369,27674,38,24
132,27377,27672,39,22
