index,Raw_PPG1,Raw_PPG2,originalPPG1,originalPPG2
125,2.170929221759619,2.141342971740556,28470,28082
126,2.1754281618398377,2.141571731405652,28529,28085
127,2.1761906940568236,2.139741654084885,28539,28061
128,2.174360616736057,2.1434018087264186,28515,28109
129,2.179545835811563,2.139512894419789,28583,28058
130,2.1748181360662486,2.140961705632063,28521,28077
131,2.1768007198304127,2.1400466669716796,28547,28065
132,2.176343200500221,2.1357764865565567,28541,28009
133,2.1711579814247153,2.140351679858474,28473,28069
134,2.176724466608714,2.1347851946744747,28546,27996
135,2.170776715316222,2.1338701560140914,28468,27984
136,2.1692516508822495,2.138292842872611,28448,28042
137,2.1745131231794543,2.1321163319150234,28517,27961
138,2.1677265864482775,2.135547726891461,28428,28006
139,2.172988058745482,2.133183877018804,28497,27975
140,2.1704717024294276,2.1332601302405028,28464,27976
141,2.170929221759619,2.1350902075612694,28470,28000
142,2.1746656296228513,2.130362507815955,28519,27938
143,2.169709170212441,2.13394640923579,28454,27985
144,2.17474188284455,2.1315063061414343,28520,27953
145,2.172683045858687,2.131353799698037,28493,27951
146,2.172759299080386,2.1344039285659817,28494,27991
147,2.1777920117124947,2.1289136966036812,28560,27919
148,2.1712342346464135,2.1328026109103106,28474,27970
149,2.1768007198304127,2.1308962803678453,28547,27945
150,2.1752756553964403,2.1296762288206676,28527,27929
151,2.1751994021747416,2.1342514221225843,28526,27989
152,2.1806133809153434,2.1286849369385856,28597,27916
153,2.174589376401153,2.1322688383584207,28518,27963
154,2.179317076146467,2.1334888899055984,28580,27979
155,2.1811471534672338,2.1286849369385856,28604,27916
156,2.175580668283235,2.1336413963489957,28531,27981
157,2.1824434582361105,2.1298287352640646,28621,27931
158,2.1770294794955087,2.1317350658065304,28550,27956
159,2.180079608363453,2.1322688383584207,28590,27963
160,2.1805371276936447,2.1289136966036812,28596,27919
161,2.1761906940568236,2.134327675344283,28539,27990
162,2.182062192127617,2.1312775464763387,28616,27950
163,2.1774869988257004,2.1334126366838997,28556,27978
164,2.1788595568162754,2.1352427140046664,28574,28002
165,2.1804608744719465,2.1318113190282286,28595,27957
166,2.1764957069436184,2.137606563877324,28543,28033
167,2.1824434582361105,2.1350139543395708,28621,27999
168,2.180079608363453,2.1358527397782554,28590,28010
169,2.180918393802138,2.1392078815329945,28601,28054
170,2.184273535556877,2.1354714736697624,28645,28005
171,2.1794695825898645,2.140732945966967,28582,28074
172,2.184731054887069,2.1411142120754603,28651,28079
173,2.1857985999908496,2.137606563877324,28665,28033
174,2.1822146985710145,2.143554315169816,28618,28111
175,2.1888487288587943,2.1400466669716796,28705,28065
176,2.183968522670083,2.1441643409434046,28641,28119
177,2.188696222415397,2.1434780619481173,28703,28110
178,2.187323664424822,2.143554315169816,28685,28111
179,2.187476170868219,2.1484345213585274,28687,28175
180,2.1928138963871224,2.1442405941651033,28757,28120
181,2.1879336901984106,2.148053255250034,28693,28170
182,2.192661389943725,2.1479770020283357,28755,28169
183,2.1925851367220264,2.1468332037028564,28754,28154
184,2.1911363255097527,2.151713409891568,28735,28218
185,2.197389089689039,2.1483582681368287,28817,28174
186,2.194643973707889,2.1507983712311844,28781,28206
187,2.198227875127724,2.1515609034481704,28828,28216
188,2.199447926674902,2.1495783196840064,28844,28190
189,2.197770355797532,2.1545347790944165,28822,28255
190,2.204404386085312,2.151942169556664,28909,28221
191,2.2009729911088742,2.1514083970047735,28864,28214
192,2.2012017507739703,2.156288603193485,28867,28278
193,2.2064632230711747,2.151332143783075,28936,28213
194,2.200439218556984,2.155221058089704,28857,28264
195,2.204175626420216,2.152628448551951,28906,28230
196,2.1996004331182992,2.1520946760000608,28846,28223
197,2.1992954202315045,2.1541535129859235,28842,28250
198,2.201811776547559,2.1478244955849384,28875,28167
199,2.1944914672644917,2.150874624452883,28779,28207
200,2.198227875127724,2.1468332037028564,28828,28154
201,2.194415214042793,2.1454606457122813,28778,28136
202,2.194262707599396,2.147290723033048,28776,28160
203,2.198075368684327,2.140885452410364,28826,28076
204,2.1915175916182457,2.1437830748349116,28740,28114
205,2.196016531698464,2.141952997514145,28799,28090
206,2.1953302527031764,2.1396654008631866,28790,28060
207,2.193423922160711,2.1437830748349116,28765,28114
208,2.19899040734471,2.13836909609431,28838,28043
209,2.1925851367220264,2.1418767442924462,28754,28089
210,2.197389089689039,2.142944289396227,28817,28103
211,2.197846609019231,2.138292842872611,28823,28042
212,2.1928901496088207,2.1437830748349116,28758,28114
213,2.199371673453203,2.139894160528282,28843,28063
214,2.1947964801512865,2.141571731405652,28783,28085
215,2.1971603300239435,2.1421817571792405,28814,28093
216,2.1985328880145185,2.139512894419789,28832,28058
217,2.1955590123682724,2.144545607051898,28793,28124
218,2.2025743087645453,2.1404279330801725,28885,28070
219,2.1983041283494225,2.1421817571792405,28829,28093
220,2.2009729911088742,2.142944289396227,28864,28103
221,2.2024980555428466,2.1390553750895975,28884,28052
222,2.197770355797532,2.1441643409434046,28822,28119
223,2.203794360311723,2.1408091991886655,28901,28075
224,2.2001342056701896,2.142258010400939,28853,28094
225,2.2008967378871755,2.1440880877217063,28863,28118
226,2.2029555748730383,2.1394366411980905,28890,28057
227,2.1975415961324365,2.143935581278309,28819,28116
228,2.202803068429641,2.1434018087264186,28888,28109
229,2.202421802321148,2.1401229201933782,28883,28066
230,2.1989141541230115,2.1448506199386923,28837,28128
231,2.2048619054155036,2.1401229201933782,28915,28066
232,2.199752939561696,2.143554315169816,28848,28111
233,2.2045568925287093,2.1418767442924462,28911,28089
234,2.20341309420323,2.140885452410364,28896,28076
235,2.2028793216513396,2.1446218602735962,28889,28125
236,2.2078357810617497,2.140961705632063,28954,28077
237,2.2037181070900242,2.1430205426179256,28900,28104
238,2.2069207424013664,2.142715529731131,28942,28100
239,2.2069207424013664,2.1414192249622546,28942,28083
240,2.2065394762928734,2.1461469247075686,28937,28145
241,2.212944746915557,2.141952997514145,29021,28090
242,2.208140793948544,2.1446218602735962,28958,28125
243,2.2118772018117765,2.1447743667169936,29007,28127
244,2.212410974363667,2.142258010400939,29014,28094
245,2.210428390599503,2.147290723033048,28988,28160
246,2.2170624208872822,2.143706821613213,29075,28113
247,2.21332601302405,2.143935581278309,29026,28116
248,2.214164798462735,2.1485870278019243,29037,28177
249,2.2200362965335283,2.143706821613213,29114,28113
250,2.2142410516844335,2.148510774580226,29038,28176
251,2.2205700690854187,2.1462231779292673,29121,28146
252,2.2179774595476656,2.1473669762547467,29087,28161
253,2.219731283646734,2.1501120922358967,29110,28197
254,2.22270515929298,2.1458419118207743,29149,28141
255,2.2172149273306796,2.149883332570801,29077,28194
256,2.221713867410898,2.1479770020283357,29136,28169
257,2.2182062192127616,2.1471382165896506,29090,28158
258,2.2166049015570906,2.150035839014198,29069,28196
259,2.2185874853212546,2.1440880877217063,29095,28118
260,2.2111909228164888,2.146680697259459,28998,28152
261,2.2142410516844335,2.1438593280566103,29038,28115
262,2.2098946180476124,2.1414192249622546,28981,28083
263,2.206615729514572,2.1450031263820897,28938,28130
264,2.210428390599503,2.1392078815329945,28988,28054
265,2.204023119976819,2.138979121867899,28904,28051
266,2.2033368409815313,2.1411142120754603,28895,28079
267,2.2054719311890927,2.1360814994433515,28923,28013
268,2.1999054460050935,2.1408091991886655,28850,28075
269,2.2054719311890927,2.135928992999954,28923,28011
270,2.200057952448491,2.138140336429214,28852,28040
271,2.201811776547559,2.137530310655625,28875,28032
272,2.2015830168824633,2.1346326882310778,28872,27994
273,2.197694102575834,2.1389028686462,28821,28050
274,2.2031080813164357,2.1344801817876804,28892,27992
275,2.1971603300239435,2.13562398011316,28814,28007
276,2.1983041283494225,2.137377804212228,28829,28030
277,2.199752939561696,2.1328026109103106,28848,27970
278,2.194643973707889,2.1382165896509124,28781,28041
279,2.2008967378871755,2.135547726891461,28863,28006
280,2.197846609019231,2.135318967226365,28823,28003
281,2.197389089689039,2.1376828170990225,28817,28034
282,2.200362965335285,2.1330313705754067,28856,27973
283,2.195253999481478,2.1372252977688304,28789,28028
284,2.2005154717786826,2.136615271995242,28858,28020
285,2.1992191670098062,2.1336413963489957,28841,27981
286,2.1951014930380808,2.1389028686462,28787,28050
287,2.201811776547559,2.1334126366838997,28875,27978
288,2.1949489865946834,2.1372252977688304,28785,28028
289,2.199066660566409,2.1354714736697624,28839,28005
290,2.196626557472053,2.1346326882310778,28807,27994
291,2.1959402784767654,2.1384453493160085,28798,28044
292,2.2001342056701896,2.1337939027923927,28853,27983
293,2.1944914672644917,2.1362340058867484,28779,28015
294,2.197694102575834,2.1354714736697624,28821,28005
295,2.1961690381418615,2.133565143127297,28801,27980
296,2.1944914672644917,2.1384453493160085,28779,28044
297,2.199829192783395,2.1337939027923927,28849,27983
298,2.194415214042793,2.135928992999954,28778,28011
299,2.197236583245642,2.1368440316603374,28815,28023
300,2.1985328880145185,2.1336413963489957,28832,27981
301,2.195406505924875,2.138597855759406,28791,28046
302,2.2015067636607646,2.1347089414527765,28871,27995
303,2.1969315703588475,2.135547726891461,28811,28006
304,2.198609141236217,2.1394366411980905,28833,28057
305,2.202421802321148,2.1347851946744747,28883,27996
306,2.197617849354135,2.139512894419789,28820,28058
307,2.203184334538134,2.137301550990529,28893,28029
308,2.200744231443778,2.1382165896509124,28861,28041
309,2.2018880297692576,2.140275426636775,28876,28068
310,2.2045568925287093,2.1362340058867484,28911,28015
311,2.199829192783395,2.1410379588537616,28849,28078
312,2.20615821018438,2.139360387976392,28932,28056
313,2.204023119976819,2.1400466669716796,28904,28065
314,2.2053194247456953,2.143554315169816,28921,28111
315,2.209360845495722,2.139284134754693,28974,28055
316,2.2040993731985177,2.1434780619481173,28905,28110
317,2.2088270729438317,2.141571731405652,28967,28085
318,2.20615821018438,2.14164798462735,28932,28086
319,2.206005703740983,2.144926873160391,28930,28129
320,2.2095133519391195,2.139741654084885,28976,28061
321,2.202040536212655,2.139894160528282,28878,28063
322,2.201049244330573,2.1411142120754603,28865,28079
323,2.20173552332586,2.13615775266505,28874,28014
324,2.1951777462597795,2.140351679858474,28788,28069
325,2.1992191670098062,2.1348614478961734,28841,27997
326,2.1918226045050404,2.1357002333348585,28744,28008
327,2.192432630278629,2.1346326882310778,28752,27994
328,2.190678806179561,2.1310487868112427,28729,27947
329,2.185722346769151,2.1357002333348585,28664,28008
330,2.1903737932927667,2.1312775464763387,28725,27950
331,2.1844260420002746,2.1322688383584207,28647,27963
332,2.1845785484436715,2.1331076237971054,28649,27974
333,2.185646093547452,2.12898994982538,28663,27920
334,2.1802321148068504,2.1331076237971054,28592,27974
335,2.1848073081087676,2.1296762288206676,28652,27929
336,2.180384621250248,2.1308962803678453,28594,27945
337,2.182138445349316,2.1324213448018177,28617,27965
338,2.183511003339891,2.127007366061216,28635,27894
339,2.17695322627381,2.131582559363133,28549,27954
340,2.1824434582361105,2.129599975598969,28621,27928
341,2.180994647023837,2.126931112839517,28602,27893
342,2.177563252047399,2.1316588125848317,28557,27955
343,2.183511003339891,2.1260923274008325,28635,27882
344,2.1772582391606043,2.1304387610376536,28553,27939
345,2.1825959646795074,2.1284561772734896,28623,27913
346,2.1798508486983574,2.127846151499901,28587,27905
347,2.1796220890332614,2.131963825471626,28584,27959
348,2.183968522670083,2.126626099952723,28641,27889
349,2.177715758490796,2.129981241707462,28559,27933
350,2.18137591313233,2.1291424562687773,28607,27922
351,2.17969834225496,2.127236125726312,28585,27897
352,2.177715758490796,2.1314300529197356,28559,27952
353,2.1824434582361105,2.127846151499901,28621,27905
354,2.178325784264385,2.1299049884857633,28567,27932
355,2.1805371276936447,2.1295237223772703,28596,27927
356,2.180079608363453,2.1267023531744216,28590,27890
357,2.1764194537219197,2.1314300529197356,28542,27952
358,2.1825959646795074,2.1273123789480106,28623,27898
359,2.1776395052690973,2.127617391834805,28558,27902
360,2.1781732778209877,2.1314300529197356,28565,27952
361,2.1825959646795074,2.1273123789480106,28623,27898
362,2.177334492382303,2.1318875722499273,28554,27958
363,2.1825959646795074,2.129599975598969,28623,27928
364,2.1793933293681658,2.1310487868112427,28581,27947
365,2.181070900245535,2.1331076237971054,28603,27974
366,2.1834347501181925,2.1288374433819826,28634,27918
367,2.1786307971511794,2.1340989156791874,28571,27987
368,2.1848835613304662,2.1317350658065304,28653,27956
369,2.182367205014412,2.1317350658065304,28620,27956
370,2.182977230788001,2.1348614478961734,28628,27997
371,2.1875524240899176,2.1298287352640646,28688,27931
372,2.18190968568422,2.13394640923579,28614,27985
373,2.188086196641808,2.132345091580119,28695,27964
374,2.186484878986137,2.1317350658065304,28674,27956
375,2.1868661450946303,2.1348614478961734,28679,27997
376,2.191441338396547,2.1306675207027497,28739,27942
377,2.1871711579814246,2.1326501044669137,28683,27968
378,2.1896112610757803,2.1347851946744747,28715,27996
379,2.192661389943725,2.1312775464763387,28755,27950
380,2.1889249820804926,2.1368440316603374,28706,28023
381,2.1955590123682724,2.1334888899055984,28793,27979
382,2.1908313126229584,2.1357764865565567,28731,28009
383,2.1928138963871224,2.1357764865565567,28757,28009
384,2.192432630278629,2.1336413963489957,28752,27981
385,2.1892299949672873,2.1378353235424195,28710,28036
386,2.1928138963871224,2.1337939027923927,28757,27983
387,2.1864086257644386,2.1347089414527765,28673,27995
388,2.187094904759726,2.1348614478961734,28682,27997
389,2.1865611322078355,2.1297524820423663,28675,27930
390,2.179545835811563,2.1337176495706944,28583,27982
391,2.1834347501181925,2.1284561772734896,28634,27913
392,2.176343200500221,2.1292949627121747,28541,27924
393,2.1764194537219197,2.129218709490476,28542,27923
394,2.17695322627381,2.123880983971573,28549,27853
395,2.169937929877537,2.1284561772734896,28457,27913
396,2.1750468957313447,2.1257873145140382,28524,27878
397,2.171615500754907,2.123652224306477,28479,27850
398,2.168565371886962,2.1277698982782023,28439,27904
399,2.1728355523020846,2.1221271598725044,28495,27830
400,2.1655152430190174,2.126016074179134,28399,27881
401,2.16978542343414,2.123575971084778,28455,27849
402,2.1667352945661955,2.1233472114196825,28415,27846
403,2.1657440026841135,2.126854859617819,28402,27892
404,2.1700904363209346,2.1213646276555185,28459,27820
405,2.1635326592548534,2.124643516188559,28373,27863
406,2.167345320339784,2.1233472114196825,28423,27846
407,2.1662777752360034,2.1215171340989154,28409,27822
408,2.163990178585045,2.125863567735737,28379,27879
409,2.1701666895426333,2.1200683228866417,28460,27803
410,2.163990178585045,2.123042198532888,28379,27842
411,2.167192813896387,2.122965945311189,28421,27841
412,2.1668878010095924,2.119839563221546,28417,27800
413,2.16261762059447,2.1251010355187505,28361,27869
414,2.168412865443565,2.120983361547025,28437,27815
415,2.1633038995897573,2.1224321727592987,28370,27834
416,2.1645239511369354,2.1253297951838466,28386,27872
417,2.167192813896387,2.121212121212121,28421,27818
418,2.1613213158255937,2.126016074179134,28344,27881
419,2.1662777752360034,2.123270958197984,28409,27845
420,2.1626938738161687,2.1241097436366685,28362,27856
421,2.162998886702963,2.126016074179134,28366,27881
422,2.164981470467127,2.121898400207409,28392,27827
423,2.1591862256180323,2.1263210870659286,28316,27885
424,2.1647527108020315,2.1243385033017645,28389,27859
425,2.1614738222689907,2.124872275853655,28346,27866
426,2.162007594820881,2.127388632169709,28353,27899
427,2.1649052172454284,2.122965945311189,28391,27841
428,2.1597199981699227,2.1273123789480106,28323,27898
429,2.1651339769105244,2.1260923274008325,28394,27882
430,2.1635326592548534,2.1260923274008325,28373,27882
431,2.1642951914718394,2.129218709490476,28383,27923
432,2.168031599335072,2.125177288740449,28432,27870
433,2.1633038995897573,2.127617391834805,28370,27902
434,2.1665065349010995,2.1296762288206676,28412,27929
435,2.168794131552058,2.126016074179134,28442,27881
436,2.1642951914718394,2.1316588125848317,28383,27955
437,2.171005474981318,2.127617391834805,28471,27902
438,2.166582788122798,2.130591267481051,28413,27941
439,2.1698616766558385,2.1307437739244484,28456,27943
440,2.1700904363209346,2.1288374433819826,28459,27918
441,2.168184105778469,2.1336413963489957,28434,27981
442,2.1745131231794543,2.1297524820423663,28517,27930
443,2.1692516508822495,2.1318875722499273,28448,27958
444,2.1722255265284955,2.1328788641320093,28487,27971
445,2.1736743377407692,2.1302862545942567,28506,27937
446,2.170929221759619,2.1357002333348585,28470,28008
447,2.1776395052690973,2.132573851245215,28558,27967
448,2.1740556038492627,2.1334126366838997,28511,27978
449,2.1751994021747416,2.1362340058867484,28526,28015
450,2.178097024599289,2.1320400786933247,28564,27960
451,2.1739030974058653,2.1372252977688304,28509,28028
452,2.1793933293681658,2.1357764865565567,28581,28009
453,2.1770294794955087,2.1334126366838997,28550,27978
454,2.1736743377407692,2.1372252977688304,28506,28028
455,2.1776395052690973,2.13120129325464,28558,27949
456,2.169327904103948,2.1346326882310778,28449,27994
457,2.172378032971893,2.1318113190282286,28489,27957
458,2.1677265864482775,2.1305150142593523,28428,27940
459,2.1655152430190174,2.132345091580119,28399,27964
460,2.1674978267831815,2.1267786063961203,28425,27891
461,2.1597962513916213,2.129599975598969,28324,27928
462,2.1626938738161687,2.127388632169709,28362,27899
463,2.1591862256180323,2.125024782297052,28316,27868
464,2.1568223757453753,2.1292949627121747,28285,27924
465,2.1607875432737034,2.1244910097451615,28337,27861
466,2.154458525872718,2.127007366061216,28254,27894
467,2.156669869301978,2.126549846731024,28283,27888
468,2.1554498177548,2.1234997178630795,28267,27848
469,2.151865916334965,2.1286849369385856,28220,27916
470,2.1573561482972656,2.12403349041497,28292,27855
471,2.151865916334965,2.125177288740449,28220,27870
472,2.1523996888868555,2.127846151499901,28227,27905
473,2.155221058089704,2.122965945311189,28264,27841
474,2.1489682939104178,2.127922404721599,28182,27906
475,2.154611032316115,2.1247197694102575,28256,27864
476,2.150645864787787,2.125634808070641,28204,27876
477,2.151255890561376,2.127922404721599,28212,27906
478,2.1533909807689375,2.123804730749874,28240,27852
479,2.1479770020283357,2.1289136966036812,28169,27919
480,2.1533909807689375,2.125939820957435,28240,27880
481,2.149502066462308,2.1267786063961203,28189,27891
482,2.150035839014198,2.129981241707462,28196,27933
483,2.1535434872123345,2.1251010355187505,28242,27869
484,2.147290723033048,2.1289136966036812,28160,27919
485,2.151942169556664,2.1270836192829146,28221,27895
486,2.1494258132406094,2.126549846731024,28188,27888
487,2.148663281023623,2.1292949627121747,28178,27924
488,2.152628448551951,2.124262250080066,28230,27858
489,2.1462231779292673,2.1263210870659286,28146,27885
490,2.148053255250034,2.1276936450565036,28170,27903
491,2.1498070793491024,2.1243385033017645,28193,27859
492,2.1463756843726647,2.129371215933873,28148,27925
493,2.1524759421085538,2.1247197694102575,28228,27864
494,2.147519482698144,2.1267023531744216,28163,27890
495,2.1498070793491024,2.126931112839517,28193,27893
496,2.1498070793491024,2.124796022631956,28193,27865
497,2.1467569504811577,2.1298287352640646,28153,27931
498,2.152933461438746,2.125406048405545,28234,27873
499,2.1481295084717327,2.127998657943298,28171,27907
500,2.15102713089628,2.1283036708300926,28209,27911
501,2.1523996888868555,2.124948529075353,28227,27867
502,2.149883332570801,2.1308962803678453,28194,27945
503,2.1577374144057586,2.1271598725046132,28297,27896
504,2.154687285537814,2.1286849369385856,28257,27916
505,2.156669869301978,2.1306675207027497,28283,27942
506,2.1597962513916213,2.126626099952723,28324,27889
507,2.155907337084992,2.1316588125848317,28273,27955
508,2.1631513931463604,2.1307437739244484,28368,27943
509,2.1634564060331547,2.1284561772734896,28372,27913
510,2.162236354485977,2.132573851245215,28356,27967
511,2.168184105778469,2.128227417608394,28434,27910
512,2.1638376721416477,2.131963825471626,28377,27959
513,2.168946637995455,2.130210001372558,28444,27936
514,2.16704030745299,2.129599975598969,28419,27928
515,2.1661252687926065,2.1340226624574887,28407,27986
516,2.170624208872825,2.1300574949291606,28466,27934
517,2.165972762349209,2.13394640923579,28405,27985
518,2.170776715316222,2.1328788641320093,28468,27971
519,2.1694804105473455,2.1316588125848317,28451,27955
520,2.1678790928916745,2.1358527397782554,28430,28010
521,2.1721492733067973,2.1311250400329413,28486,27948
522,2.1650577236888258,2.1337176495706944,28393,27982
523,2.166201522014305,2.1332601302405028,28408,27976
524,2.164371444693538,2.1300574949291606,28384,27934
525,2.1588812127312376,2.13394640923579,28312,27985
526,2.1618550883774836,2.1306675207027497,28351,27942
527,2.1562123499717862,2.129218709490476,28277,27923
528,2.153314727547239,2.1312775464763387,28239,27950
529,2.154001006542526,2.125863567735737,28248,27879
530,2.146528190816062,2.1308962803678453,28150,27945
531,2.152018422778362,2.1267786063961203,28222,27891
532,2.146680697259459,2.127922404721599,28152,27906
533,2.1467569504811577,2.1296762288206676,28153,27929
534,2.1485870278019243,2.124872275853655,28177,27866
535,2.142715529731131,2.129218709490476,28100,27923
536,2.1478244955849384,2.126931112839517,28167,27893
537,2.1441643409434046,2.127617391834805,28119,27902
538,2.144926873160391,2.130362507815955,28129,27938
539,2.1468332037028564,2.1253297951838466,28154,27872
540,2.1410379588537616,2.1297524820423663,28078,27930
541,2.1456131521556783,2.127846151499901,28138,27905
542,2.14332555550472,2.1281511643866953,28108,27909
543,2.1434780619481173,2.1306675207027497,28110,27942
544,2.1468332037028564,2.1263210870659286,28154,27885
545,2.141571731405652,2.12898994982538,28085,27920
546,2.1443931006085006,2.129981241707462,28122,27933
547,2.1454606457122813,2.1267023531744216,28136,27890
548,2.14164798462735,2.1321163319150234,28086,27961
549,2.1484345213585274,2.127922404721599,28175,27906
550,2.142334263622638,2.1306675207027497,28095,27942
551,2.144926873160391,2.1307437739244484,28129,27943
